id,text,oracle
,Tried restarting and clean build in the studio.,Neutral
,What I ended up doing was using a second computer (running Windows) and schedule a task on that computer that every night (before the Jenkins-job starts) opens an RDP-session to the computer running Jenkins.,Neutral
,"This way the Jenkins job, and the COM-application, has an active user that it can use.",Neutral
,I am trying to set the state for when someone clicks on the checkbox.,Neutral
,Formatter starts with a space () to consume optionally pending white space.,Neutral
,I want to remove one backslash so python can treat the Unicode in the right way.,Neutral
,This is also valid for query strings and cookies.,Neutral
,It is really important to understand how CloudFront caches objects.,Neutral
,The most important part of the documentation is Managing How Long Content Stays in an Edge Cache (Expiration),Neutral
,I am developing an application in UWP for several months now.,Neutral
,So far I am making an API call where I get json response with a list of colors (code below).,Neutral
,Then I have in my BaseViewModel a Theme object which is set after the api call finishes.,Neutral
,I am also using data binding to bind the Theme object to the xaml.,Neutral
,I would like to create those styles based on the data I receive in the ThemeModel(code below).,Neutral
,So in settings I set option to shorten it.,Neutral
,I want to create dummies for the values in under Genres_relevant.,Neutral
,"My understanding was that SBA simply pulled the information direct from the service /info endpoints, however it seems perhaps there is some caching involved.",Neutral
,The build info is made available in Service A with the above code.,Neutral
,Expected behaviour is that admin reports the same versions that the service/info endpoints do for each instance of Service A.,Neutral
,"I would like to ""add"" goals to a Maven archetype so that these goals are run automatically after the creation of the project.",Neutral
,"It should work with m2e, when I create a new project from an archetype in Eclipse.",Neutral
,"I have three tables: person, message and hasfriend.",Neutral
,Now I need to show every person that has the same amount of friends and sent messages.,Neutral
,"Person has the info of everyone, most importantly the email.",Neutral
,"Message has a column called fromemail, which shows the person that sent the message and hasfriend also has a column email which refers to the table person.",Neutral
,I have a database which includes a table of jpeg photo data.,Neutral
,I am now looking to add a simple tool to rotate this image.,Neutral
,I have a PowerShell script that uses the WinSCP DotNet library to get some files from a FTP server.,Neutral
,The script runs automatically over night on a server from a administrator account using Task Scheduler.,Neutral
,I have an application with one producer and a limited number of consumers.,Neutral
,What are the pros and cons of having multiple topics for each consumer group than statically assigning partitions to each consumer group?,Neutral
,We have Microsoft SQL Server 2012 database used for storing statistics data from the queueing system.,Neutral
,Queueing system is sending statistics to DB every 10 minutes and database size is growing around 1 GB per week.,Neutral
,We do not need data older than 1 year.,Neutral
,We have created a SQL script to delete old data.,Neutral
,"After the script is executed, DB size is bigger.",Neutral
,We would like to keep DB size on constant size.,Neutral
,The first row describes the interval from 1 to 3.,Neutral
,"And in the fifth line the interval has no intersections with the interval from the third row, but the fifth row and the third have intersections with the fourth row.",Neutral
,I need to find such intervals and get their minimum and maximum values.,Neutral
,"I know how to do this with the cursor, but can I do it with a SQL query?",Neutral
,Your entity FicheFrais is associated with Etat entities.,Neutral
,So you need to set them with an Etat entity and not an id.,Neutral
,I have applied the following code.,Neutral
,This will access the value in the function node.,Neutral
,I am using a query to calculate daily retention on my Firebase Analytics data exported to BigQuery.,Neutral
,I had installed RabbitMQ on my windows machine long back.,Neutral
,Now I want to access its management console web page.,Neutral
,"I tried the default ports 5672, 25672, 15672, 5671, 15671, 25671.",Neutral
,How can I access the RabbitMQ Management console?,Neutral
,How can I find on which port my rabbitMQ is running?,Neutral
,"I'm using Angular, Angular Google Maps (agm) and Firebase to list some markers on a map.",Neutral
,I also use a agm-circle on my map.,Neutral
,"I want to make the markers visible inside this circle, and invisible if outside of it.",Neutral
,"Each of my routes should be able to perform some actions based on whether this route was navigated to using angular, or route was opened by pasting the link into browser url bar (or clicked on link in an email).",Neutral
,It was empty both times.,Neutral
,"I suggest you could click the default web application and click its url rewrite icon, you will find it contains the reverse proxy.",Neutral
,Only one radio button should be selected in each row.,Neutral
,What my end result should look like is this.,Neutral
,Yes the parentheses form an expression.,Neutral
,"Expressions are not of reference type, ever.",Neutral
,"If an expression initially has the type, the type is adjusted to T prior to any further analysis.",Neutral
,"The expression designates the object or function denoted by the reference, and the expression is an lvalue or an xvalue, depending on the expression.",Neutral
,Reference to T means both lvalue and rvalue reference.,Neutral
,But the expression does have a value category.,Neutral
,"In the end I used inotify to write events to a log file (of which there are always two), then scanned the file for two instances of the event before performing the action.",Neutral
,"Basicly you need to set flex-grow to 0 for the elements in that ""column"".",Neutral
,"If the element is an entity identifier, then you can use the aggregation.",Neutral
,"At first, you need to sort documents by the value.",Neutral
,Then you need to group documents by the value and take values of the first document from the group.,Neutral
,"And finally, you need to format the data output.",Neutral
,I want to implement this on my website as well.,Neutral
,Can someone please help me with this ?,Neutral
,What I could figure out was that schema changes have to be done on the index/home page (PFA the code).,Neutral
,I'm creating custom api endpoints for wordpress.,Neutral
,The aim is to programmatically load some config (from fusion themes).,Neutral
,"I am trying to set up a scheduled query on BigQuery using new UI, which includes a reference to a table which is connected to a google sheet.",Neutral
,Is there a workaround to scheduling this query?,Neutral
,I'm working on a laravel project with my android phone.,Neutral
,I intend to ignore ConnectException and IOException exception and continue to test for broken links in a web page.,Neutral
,The overall test result of the test in TestNG should show as pass.,Neutral
,My code prepares a list of web elements which have href values.,Neutral
,I then get a HttpURLConnection object to get the responseMessage.,Neutral
,I have used @Test annotation with expectedExceptions.,Neutral
,"I have used the code below to group my Pandas Dataframe based on Hourly Rate, and Hourly Rate Quartile.",Neutral
,This prints out my three columns.,Neutral
,I now want to filter through these results and print only those that have Count>1.,Neutral
,What could be the root cause behind this?,Neutral
,This will be an allowed insert into the Verkoper tabel.,Neutral
,As of now there is a row in the Gebruikers column which includes the gebruikersnaam 'Lars' and a verkoper value of '1'.,Neutral
,Meaning any SQL Insert with the gebruikersnaam of 'Lars' should be allowed into the Verkoper table.,Neutral
,The push method modifies the same array.,Neutral
,I use DNS-01 for the challenge.,Neutral
,An ArrayAdapter creates a copy of the array sent in the constructor and uses that copy going forward for all operations.,Neutral
,"So when you call filter(), that copy is modified not the rContact array.",Neutral
,"So when the adapter decides to show only 1 item in the list, you populate the first item from rContact which is always A.",Neutral
,I'm creating a small admin application using WPF.,Neutral
,It has two windows; login window and main window.,Neutral
,"The login window is, of course, just username and password.",Neutral
,And the main window shows data from the DB.,Neutral
,Using Drupal with Php I have created a product attribute called Tiles Color.,Neutral
,It supposes to display in the add-to-cart form.,Neutral
,The big image appears as the website loads.,Neutral
,"When I click on a button (the words acting as links), I want the big image to fade out, then change the image src (so a different image will be displayed in the big image container) and then this different image will appear fading in.",Neutral
,We wrote a software more than 1 year ago to sync events from google calendars.,Neutral
,You can find more details on the customising here.,Neutral
,I am currently able to calibrate intrinsically and extrinsically each of my cameras.,Neutral
,I can track my object through the video and get the 2d coordinates in my video plan.,Neutral
,Colors are alternating to show which 3d points correspond to 2d point.,Neutral
,And finally here are some data to reproduce.,Neutral
,I'm using Microsoft JDBC to connect to a MS-SQL Server.,Neutral
,Change the entities.,Neutral
,The idea would be do remove the first level entities completely and storing them under the corresponding key.,Neutral
,So I have a unit test running that is checking for a page redirect and that the page is displaying some text.,Neutral
,My SQLite database contains text fields with AES-encoded strings.,Neutral
,So I am looking at the NamedTuple class from the typing package and I wonder if there is a way to add a mutable default value to it.,Neutral
,It will always return true as you are looping over a dict and later checking if the current key in the loop is part of that dict.,Neutral
,This parameter within the state tells which content to display once the user navigates to the page.,Neutral
,Put it outside of the loop.,Neutral
,Rather you need generators.,Neutral
,Please double check whether you have done that.,Neutral
,All of the context paths within a particular Host must be unique.,Neutral
,"If this rule is not followed, double deployment is likely to result.",Neutral
,The first column of the matrix is the date in the following form.,Neutral
,The other columns of the matrix are series.,Neutral
,Is it possible to Sum the values in each column of the matrix based on the month?,Neutral
,I'm creating my custom control for a tag edit.,Neutral
,The full source code of my component is on Github.,Neutral
,Here what I'm doing on the Android device.,Neutral
,Here debug in Visual Studio.,Neutral
,I'm working on Hyperledger Fabric with Golang Chaincode and I have the following question.,Neutral
,Is it possible to have each endorser sign something in the code of the chaincode?,Neutral
,You need to install the APOC plugin in Neo4j.,Neutral
,"Sometimes I'll need to send attachments and sometimes not, so I need to check if the parameter attachment have something on it.",Neutral
,"I have an application on the App Store which I want to add SiriKit to, I researched and I saw that I have to add framework to set logic of the main application and the siri Intent.",Neutral
,How do I convert my ready made API codes to framework Xcode.,Neutral
,I am new to this aspect of production.,Neutral
,I tried many settings in csproj file and added the assembly as an ApplicationPart.,Neutral
,I am using windows and spyder.,Neutral
,I'm trying to figure out why the options in the nested component don't get selected when they're clicked on.,Neutral
,"But when I click unbolded text I want my button to be gray, but if I click on some bolded text I want button to be green.",Neutral
,I want to use my own custom buttons instead of default toolbar.,Neutral
,"If you don't store any data from user type in database, I can not see the shuffle.",Neutral
,You can use simple JavaScript function to read a value of input and set it as innerHTML of any element.,Neutral
,In the first loop the state gets updated as you see the conditons are the same.,Neutral
,I'm writing an extension for Qlik Sense that is written in Javascript.,Neutral
,I need to make a few API calls before writing the values to the HTML table I'm building.,Neutral
,But its moving along with camera.,Neutral
,How to fix it to a particular position.,Neutral
,"In this example, I want to get the title numbers that are registered with email on the session.",Neutral
,I am getting title numbers not registered with the specified email.,Neutral
,I expect to get a display of titles registered with the email on the database.,Neutral
,"If you didn't want to depend on your own log proxy, you could use the dot net logging extension for which there is a serilog implementation.",Neutral
,I am trying to consume an api using spring-webclient.,Neutral
,You can do that without any VBA.,Neutral
,"Instead of VBA to duplicate the data, use Power Query.",Neutral
,Query the data from Sheet1 as the source.,Neutral
,Delete the columns you don't need.,Neutral
,Load the query result into Sheet2.,Neutral
,"When new data is added to Sheet1, simply refresh the query by clicking Data > Refresh All.",Neutral
,"If you want to automate it with VBA, use a Worksheet_Change event on Sheet1 that does the equivalent of Data > Refresh All.",Neutral
,The macro recorder will show you the command you need.,Neutral
,Data doesn't have to be duplicated.,Neutral
,Use current technologies instead of outdated concepts.,Neutral
,"Make a backup of your entire data/database via SQL export, so you have a data dump or something.",Neutral
,I'm using Adminer for this.,Neutral
,"If there are gaps between the rows, have a look at this question.",Neutral
,I'm trying to use the top command to get only the cpu usage without all the non needeed stuff for this case.,Neutral
,I'm writing a logger module for a Kony app to print out debugging statements.,Neutral
,And all necessary variables of I2C thread in the while loop so that they will be always valid.,Neutral
,Then the thread will exit.,Neutral
,"You can have a try, it is suggested to create work items that are short-lived for using the thread pool.",Neutral
,"For long time running task, for your case, if your three threads have no inter-communication you can create one background application for each task individually.",Neutral
,Stop your running instances.,Neutral
,Add these settings to your mysql block in your docker setup.,Neutral
,"Restart your instances, the mysql and mysql volume should be build automatically, now with the new settings.",Neutral
,Yahoo won't allow you to send email from an unauthorized email.,Neutral
,"I've tried multiple approaches like async/await, wrapping it all in promises and just coding in a wait process.",Neutral
,The table contents still only show as object Promises.,Neutral
,You will have to add manually all the metrics you want to alarm on and then use the math function you specified above.,Neutral
,Your final POM structure should look like this.,Neutral
,You can plot the two bars separately.,Neutral
,I'am setting up an offline channel app using google leanback library and was able to play videos from an external source (hard drive) and not from the internet using media player.,Neutral
,I like to add the functionality of back and forward or like a seekbar.,Neutral
,"Tried exoplayer, transport control glue etc.",Neutral
,All of them fetch data from the internet but mine uses external hard drive.,Neutral
,I tried to get a list from using easy admin bundle items that have a OneToMany relation.,Neutral
,StateFieldPathExpression or SingleValuedAssociationField expected.,Neutral
,There are about 110 apps on IIS and 95 databases on SQL Server.,Neutral
,The SqlServer machine has ~6500MB of RAM and the IIS machine has ~1400MB of RAM.,Neutral
,There is no reason memory is so high because apps are not constantly requested.,Neutral
,I'm wondering if the way I request on sql server is the right way.,Neutral
,Will moving to Adhoc or LinqSql query help memory going down?,Neutral
,"Here is how I know if one list is a subset of another one, the sequence matters to me in my case.",Neutral
,I have a Wordpress website with an events calendar and ultimate member.,Neutral
,I want that logged in users can attend certain events on the calendar/list by clicking on a button/link.,Neutral
,I've created this screen using the design mode screen design.,Neutral
,"Also, when I press the button and the textboxes are blank, the message alerts are not displayed.",Neutral
,"Secondly, you'll need to configure Jenkins job.",Neutral
,Since you're passing a parameter you can use it in your build step definition,Neutral
,Each section has same number of rows and is complete.,Neutral
,You don't need any JavaScript.,Neutral
,I am trying to create a password reset feature using django's class based views.,Neutral
,"If someone knows a way ngx-translate provide, please let me know.",Neutral
,"In order to use objects, you'll need to clone it before manipulating the values.",Neutral
,I am trying to create an Orbeon Forms dynamic dropdown.,Neutral
,At this moment it is working fine but now I need to make it multi language.,Neutral
,The service invoked by the dropdown accepts one parameter to return data translated to the proper language.,Neutral
,"If you delete this stopped docker, ""docker rmi"" would work without force.",Neutral
,When there is no match then put will insert the record.,Neutral
,"The print statement is swallowed by android studio, so either you would have to run gradle from the command line somehow but I just saved the error to file by editing the python script.",Neutral
,This decryption is not done in any open or observable way.,Neutral
,"You can try to add xpath, then check is the field set or not, and then add default value in case field is empty.",Neutral
,I was coding an app which is using Jasperreports.,Neutral
,"I only need to solve the error, other things in the stored procedure I don't have a problem with.",Neutral
,In addition of changing the version of java in the JAVA_HOME env variable i had to make it without spaces.,Neutral
,When this div is clicked it launches into a method.,Neutral
,Everything looks like it should inside the inspect console.,Neutral
,And then it can be done in 1 update statement.,Neutral
,The result should be a toroidal field with the loops.,Neutral
,I managed to make one loop with it's field.,Neutral
,Image of the field.,Neutral
,We use to fetch multidimensional associative array.,Neutral
,We use to fetch one record which matches first.,Neutral
,Here is concise difference between all functions you will use then after.,Neutral
,"You'll want to create a folder named Resources inside your Assets folder, and place your files in there.",Neutral
,You then load your file using something like.,Neutral
,I have create a select control that has a default option and a number of different options which should allow me to style a heading in a number of different ways.,Neutral
,Something has changed in the way gmail is now rendering css.,Neutral
,I am creating a firebird database dynamically using SYSDBA.,Neutral
,I want to create a user with some privileges and then open this database using the new user.,Neutral
,So how does one get access to the logger?,Neutral
,"It wasn't much related to my code, but there were a couple of changes I made to the code as well.",Neutral
,The client's environment was redirecting all port 80/443 traffic to their websense firewall/loadbalancer.,Neutral
,"To import all the commands, use the AllowClobber parameter.",Neutral
,I am developing an app and part of it is responsive web.,Neutral
,I am trying to get it to stop.,Neutral
,It continues to read the old value.,Neutral
,I would prefer it to not read anything when that controller becomes active again.,Neutral
,"I need to get sum of values from selected group of rows in DF, and after that calculate percentage for each row in a group.",Neutral
,I need to count total number of all types of Actions for each Name (for Name1 it will we 1127).,Neutral
,You will be prompted for credentials to access your App Service.,Neutral
,Those can be found on the MSDeploy publish profile of your publish profile file.,Neutral
,"After the available process show up, hit Attach.",Neutral
,Here I want a random int array without any repeat.,Neutral
,I wrote this method to replace characters or replace strings at a specific instance.,Neutral
,"Instances start at 0, this can easily be changed to 1 if you change the optional inst argument to 1, and test_instance variable to 1.",Neutral
,"After a lot of research on here, users have suggested using ON DUPLICATE KEY.",Neutral
,"On page load, this grid is completely empty.",Neutral
,I'd be more than happy to show more code if necessary.,Neutral
,"If the string is longer than 2150, break it up into two strings and write both of them to the log.",Neutral
,Just a thought.,Neutral
,You could do this in two lines.,Neutral
,"You can also change the constructor signature, so it destructures the desired properties.",Neutral
,Let me know if my answer makes sense to you.,Neutral
,Similar to use of intermediate generator.,Neutral
,"Like strikethrough, some implementations have added these.",Neutral
,If you want to add the image use ProductImage resource instead of Product resource.,Neutral
,I have a very simple yaml file defined with a single pipeline.,Neutral
,The result can be expanded by clicking on a button at the end of the page which triggers a javascript.,Neutral
,I inspected the site and used the chrome built-in event listener.,Neutral
,"The authentication header received from the server was 'Negotiate,NTLM,Basic realm=""localhost""'.",Neutral
,I am trying to create a simple helloworld Eclipse CDT project using the cmake gui.,Neutral
,I am in the middle of updating an older website.,Neutral
,"In order to provide you with the best answer, I'd need to see a section of HTML code for the web page, enough that I can see other attributes.",Neutral
,I've rebuilt the app 3 times already.,Neutral
,This class is responsible for finding all possible words that the player could guess from the board and storing them in a set.,Neutral
,I've added everything I've done up to this point and the test case for the wordfind class itself.,Neutral
,"In addition to the constructor, this class should have the following methods: GetAllWords(GameBoard g)Responsible for setting up the arguments to call the recursive backtracking helper function that finds all possible words.",Neutral
,"You can call the recursive helper function 16 times, once for each starting location.",Neutral
,"Note, that positions are as a single integer which you can convert to a row and column in the grid based on row major form.",Neutral
,"Keep in mind that this function should find ALL possible words in the board, and not just a single word.",Neutral
,This should be the first thing you do when configuring complications.,Neutral
,You should have something ready to show immediately when users scroll through complication slots and see yours.,Neutral
,One of my forms has eight sets of checkboxes.,Neutral
,The form is populated from a database using AJAX and jQuery.,Neutral
,This is the format for all the checkboxes.,Neutral
,"There's no reason to inject the same service twice, so far as I am aware.",Neutral
,I imagine they are both going to trigger when any model fires an event.,Neutral
,"Once the user has access to read security information, they should be able to receive alerts through the Microsoft Graph Security API.",Neutral
,"I am learning to do unit testing using mocks in Go for the first time, using gomock's mockgen utility.",Neutral
,"The method-under-test has two dependencies: one on a database, and the other on an external service it makes rest api calls to.",Neutral
,Is there an issue with assigning the same mock controller to two different mock objects?,Neutral
,"Spyder is a desktop application, so it needs an X server running on Linux for it to work.",Neutral
,I ended up making a file for the global objects.,Neutral
,Are you sure that your field is a DATE/TIME or does it just look like a Date/Time field?,Neutral
,I have values in Firebase database and I just want to have it as a int variable.,Neutral
,I want to have coinsAmount in a variable in the project.,Neutral
,Also the font has changed a bit too.,Neutral
,"In Mozilla, everything remains the same.",Neutral
,"In the code below, we identify combinations of values with sums in the desired range and then get the indices of those combinations.",Neutral
,We then use the indices to get the names of the elements that we want to sum together.,Neutral
,It takes care of iterating over each number of values that we want to sum together.,Neutral
,What are the best practices to get the historical query metrics.,Neutral
,"Let's assume there were 3 users, they did run 3, 4, 5 queries respectively during a day (through JDBC/ODBC).",Neutral
,"How could I get a list of those queries along with other metadata information, eg price, data volume scanned, slots, start/end time, rows returned etc.",Neutral
,You should call random like this.,Neutral
,"The below code will return an array of integers, but you could format the array values however you want, just edit what is returned from the map function.",Neutral
,"I have created a guessing game in which the user has 6 tries to guess number, in this case 50.",Neutral
,"After the user has guessed the number correctly they are prompted with the question, Do you want to play again?.",Neutral
,If the user types in yes the program runs again.,Neutral
,I created two classes: Board and Player.,Neutral
,"In the Board class I have this function and I need to pass as a parameter a variable, which is in the Player class below the file.",Neutral
,I have actually tried this for the past few months.,Neutral
,"I have created an instance that is hooked up to the warehouse, provides additionnal information out of the existing data and caches it.",Neutral
,I want to make this data available from a Web API.,Neutral
,Just put a condition statement in the workflow to bypass the lock for your user.,Neutral
,I want to group my data by set and parts columns.,Neutral
,If they have the same parts then group them all together.,Neutral
,Please see the output column.,Neutral
,I want to write a python script to generate exactly what the output column shows.,Neutral
,"As you can see, set ""6"" has part ""y"" and set 7 also has part ""y"", so in this case, I want to output to be ""y, u"" because they share part ""y"".",Neutral
,I have a Clustered column chart in Power BI which has a category and date on the Axis so that there's a hierarchy to view the data on.,Neutral
,"In the hierarchy view, each column in the chart has the full hierarchy name below it.",Neutral
,I would like to have the category name once only and then the dates for each column specified instead of the dates and category name with each date repeated.,Neutral
,"So I would like for the hierarchy labels to have their own ""grouping"" as it were.",Neutral
,"With that setting, the Angular compiler removes the spaces between yourelements.",Neutral
,"And besides that, angular is moving to all AOT anyways.",Neutral
,"My suggestion is the same as yours, write a RESTful service.",Neutral
,Just make sure to follow to correct REST guidelines.,Neutral
,Then create the angular app based on the templates from jsp.,Neutral
,"I suppose you can copy these one on one, and change the syntax from jsp to angular, and obtain the necessary data from the REST api and populate these in your template",Neutral
,Use this before export so you know how many rows are coming in.,Neutral
,It finds the last row of a single column.,Neutral
,The above link does require all cells to be non null (in Google Sheet terms).,Neutral
,The logger shouldn't be defined in the UI layer.,Neutral
,You should always use prepared statements.,Neutral
,"The coordinate system of the scene, this is with respect to some pre-established point.",Neutral
,"The coordinate coordinate system of each item, this coordinate system is used by the paint() method to do the painting, and the boundingRect() and shape() methods to obtain the edges of the item.",Neutral
,"You also have to have another concept, the position of an item is with respect to the parent if he has it, if he does not have it, it is with respect to the scene.",Neutral
,You can use this commands.,Neutral
,We multiply everything with 5 so the two images do not overlap.,Neutral
,This code will not cause el2 element to be brought in cache right?,Neutral
,"I've created a patch variable 'f', which is set to 1 to indicate fences and 0 for any other patch.",Neutral
,I have a list that has many space and would like to remove the trailing spaces.,Neutral
,I am setting up my first mobile app using flutter and firebase.,Neutral
,I recently started with the login and registration module using firebase_auth.,Neutral
,The first spec in the chain will store the response value into the field.,Neutral
,The second will overwrite the field with the nested value (if it exists).,Neutral
,There are plenty of Java web server options available such as Tomcat and Jetty.,Neutral
,Dremel is an ad-hoc query engine developed by Google.,Neutral
,Google BigQuery is the external implementation of Google's internal tool Dremel.,Neutral
,Use this tag for questions related to Dremel and use the google-bigquery tag for questions about BigQuery.,Neutral
,Another dictionary based approach where the list of users does not have to be in the same order as the email addresses.,Neutral
,I want to use turtle graphics to plot points onto a graph using two lists.,Neutral
,Writing data from a list to a measurement can be done in the following way.,Neutral
,"This will append new data to the measurement, each time the script is executed.",Neutral
,A different approach is using spacer views that position the correct image in the visible area and move the other one off screen.,Neutral
,I also need to know which lines the duplicates are on.,Neutral
,"After reading the comments, I tried this.",Neutral
,The element I'm trying to click looks like this.,Neutral
,I want to get result of tasks not in direct order but in reverse.,Neutral
,"For example, I add task1 after that task2 and after that task3 and I want celery to perform tasks in following order: task1, task3, task2.",Neutral
,I use redis as a broker.,Neutral
,I am working on a project where i have to retrieve an image from My Sql database and show it in to Swing JLabel.,Neutral
,For the testing purpose i stored same image in the two tables,Neutral
,I have a large Django Project that has hundreds of views already.,Neutral
,I am creating a feature where users are able to complete specific tasks associated with the specific application in the project they are using.,Neutral
,I have multiple interfaces (aka Django apps in the project) and each interface has its own navigation with a link.,Neutral
,What I want is to be able to change the color of this link if a user is in an interface where a task has yet to be completed.,Neutral
,"I suppose I could add a filter in each interface/Django App to simplify this a bit, but is that the most simple solution?",Neutral
,Here is an example of the method I want to be called in each interface's navigation.,Neutral
,"So here I am, with my very basic understanding of programming, trying to setup a very basic bot for that sole purpose.",Neutral
,I have a postgres function defined below.,Neutral
,"My question is, what type does the anArray parameter need to be in order to properly evaluate the in clause, and how would you call it?",Neutral
,You'd have multiple components each followed by classes.,Neutral
,This could be used for modal popups or something I guess.,Neutral
,The style property in Javascript only gives you the element's inline styles - those defined directly in a attribute on it.,Neutral
,"You need getComputedStyle to access the actual properties used, taking into account all CSS rules.",Neutral
,"If your file extension is common and maps to a well-known MIME type, you might try using that MIME type.",Neutral
,I am making a ping pong game with turtle.,Neutral
,"However, the assignment is that code must have multithreading.",Neutral
,How can we fix this runtime error?,Neutral
,The agent can only go forward and rotate(90 deg).,Neutral
,"If the Lambda source code is changed, you must redeploy the stack for all companies.",Neutral
,An alternative could be to create an AWS Lambda Layer and put all shared code in the layer and then configure the Lambdas with each respective SQS to use the layer.,Neutral
,"Take a look at the Count example, but imagine feeding it with an array of your companies instead of a number.",Neutral
,"Disclaimer, I have not yet tried to use macros together with AWS SAM.",Neutral
,"Lambda function names must be unique in all stacks, read more about the CloudFormation Name Type in the user guide.",Neutral
,"By removing the function name, CloudFormation will generate a unique name (typically based on the stack name, the resource name and some random characters) that is unique.",Neutral
,Name of the module should be quoted,Neutral
,You can do this using the Microsoft Sql Server Management Studio.,Neutral
,Example code here.,Neutral
,You should make sure all columns are eact same type.,Neutral
,I have a value I need to grab out of a div tag.,Neutral
,I'm trying to use pywin32 to manipulate SAS Enterprise Guide using Python.,Neutral
,Select the tool icon on the right corner.,Neutral
,It will display the distributiongroup id right below the group name.,Neutral
,You should be an admin to get the group id.,Neutral
,Use jQuery's html() function.,Neutral
,I want to have a select statement that takes a table parameter of IDs.,Neutral
,"The desired behavior is that if there are no elements in the table, get all of the values but if there are elements in the table, only select those who's values match the ID parameter of the table.",Neutral
,"Basically, I have a script that adds a video player component to a gameobject and sets all necessary values, then plays it.",Neutral
,Most of what I have read online tells me that I should add this code to make audio work.,Neutral
,And that I should add aforementioned block of code before.,Neutral
,Here it is.,Neutral
,This is the whole thing.,Neutral
,"Sorry if it is long, but I'm not sure what the issue is, so I figure I should provide more info in case it is something I wouldn't have expected.",Neutral
,"If I don't clear it, it just plays whatever was played last.",Neutral
,How am I supposed to set the clip when using it for a Video Player?,Neutral
,You do not need to load the values of empty_space.,Neutral
,"You need to load properties that your code is going to read after the sync, not properties your code is going to write to.",Neutral
,"When you assign values you are only populating the proxy object in your JavaScript, not the actual range in the workbook.",Neutral
,All you have to do is add Surefire plugin with Failsafe plugin when you use both of them.,Neutral
,"It's not as much as what there is in your crash stack, as what there isn't.",Neutral
,You can catch such issues in debug by enabling core data concurrency debugging.,Neutral
,"I am currently hosting a copy of ShoutCast Manager, so that people can stream audio and configure their streams using a web interface.",Neutral
,"I've edited my Apache configuration to allow the upload of larger files, as well as increased the timeout limit.",Neutral
,"PHP has also been given an increased timeout limit, as well as an increased memory limit of 512MiB.",Neutral
,The rules I am currently using with Apache are as follows.,Neutral
,A copy of ShoutCast Manager can be found here.,Neutral
,How we can update already installed chrome and firefox by automation.,Neutral
,I don't see this old versions in GC CLI SDK or in web dashboard.,Neutral
,"I've tried to delete whole service and redeploy it, but after first deploy, there are still new log entries in Stack Driver.",Neutral
,I've changed DB credentials to prevent older versions to make mess.,Neutral
,I cant find this old versioned instances anywhere except this new log entries.,Neutral
,Is it normal behaviour?,Neutral
,I am trying to write a SQL query that joins two tables - Holidays containing details about holiday packages and Flights containing flight details.,Neutral
,Please find a simplified extract of both tables below.,Neutral
,"I am trying to join these tables on a number of criteria, including the duration of the holiday.",Neutral
,"In Holidays, Duration simply gives me the length of that specific package.",Neutral
,"The Flights table is more complicated - if the duration_switch is 'IN', then Duration gives a list of the holiday durations traveling on that flight.",Neutral
,"If the duration_switch is 'NOT IN', then Duration gives a list of the holiday durations NOT travelling on that flight.",Neutral
,I am trying to create a JOIN condition such that if duration_switch is 'IN' the tables join if the holiday Duration is in the list of flight Durations or if duration_switch is 'NOT IN' then the list of flight Durations.,Neutral
,"If the duration_switch is NULL, that means all durations are serviced by that flight, so I want to join those as well.",Neutral
,"While rendering a table of items, if the value for field X is not defined, it is rendered as a select element.",Neutral
,The UI that was used to trigger the download was doing so through creating a temporary anchor tag.,Neutral
,"When it was doing so, it had two different cases.",Neutral
,"In one case, if downloading multiple files, it would change the file extension to zip.",Neutral
,"In another case, if downloading a single file, it was still trying to append an extension, but the way the UI code was written, it was setting the extension to be an empty string.",Neutral
,"So the end result is a period being added, but no extension after that.",Neutral
,"Either upgrade AngularJS or fix the offending line in question, as suggested by the commit you linked to.",Neutral
,I have tried most of the configuration examples of user to return a Configuration-Token attribute.,Neutral
,What am I missing?,Neutral
,I've added a red border to your image in the code below to show that it is expanding.,Neutral
,For scale-out you'll have to deploy an additional IR machine yourself.,Neutral
,So probably you'll want to create an image that you can provision from docker or kubernetes and has the IR and pre-requirements installed.,Neutral
,The IR installation provides an PowerShell script that can be used to create an automated connection.,Neutral
,"For scale-up/down, you'll have to run some script that scales your vm.",Neutral
,I think the measures provided in the Data Factory should do.,Neutral
,Maybe you can use Log Analyics to monitor the loads.,Neutral
,I'm curious about your use case for this.,Neutral
,I am making a interactive dashboard and would like to record it so as to show it to others.,Neutral
,"There is no ""one"" sql statement you can send to the database to do this.",Neutral
,You will have to query at least twice.,Neutral
,"Once to get the list of tables, and once again to query those tables.",Neutral
,Consider a database/schema with two tables both with the column.,Neutral
,We want all records from the tables in this schema.,Neutral
,That last SQL generates two records (one for each table in the schema) querying it for records where your condition is true.,Neutral
,You can now execute each of these separately to get your results (in two result sets).,Neutral
,"If every table in your schema is exactly the same (same number of columns, order of columns, and data types) then you could query information_Schema and build a UNION query to then execute separately.",Neutral
,"At this point, you should deal with it programmatically when the app gets launched.",Neutral
,"What you could do to achieve it is to create a navigation controller, containing the list and the details view controllers and set it as the window root view controller.",Neutral
,"According to this, the app should display the second view controller in the navigation controller (details) with a navigation bar containing a back button.",Neutral
,"In my case, the name of the document was 'My Sample Export Data Sheet'.",Neutral
