id,dataset,text,oracle
1808,OrtuJIRA_test_3,committed to trunk. thanks Ning.,1
1809,OrtuJIRA_test_3,Committed. Thanks Ashish!,1
1810,OrtuJIRA_test_3,Committed. Thanks Namit!,1
1811,OrtuJIRA_test_3,Committed. Thanks Ning,1
1812,OrtuJIRA_test_3,Committed. Thanks Yuntao!,1
1813,OrtuJIRA_test_3,Committed. Thanks Zheng!,1
1814,OrtuJIRA_test_3,Committed. Thanks Namit!,1
1815,OrtuJIRA_test_3,Committed. Thanks Namit.,1
1816,OrtuJIRA_test_3,Thanks Zheng!,1
1817,OrtuJIRA_test_3,+1  looks good - will commit if the tests pass,1
1818,OrtuJIRA_test_3,Hi   Iâm trying to use hive performance benchmark. I read README file and followed step by step and finally I reached to the  data generation part. Teragen has no problem but I face a problem with htmlgen.  I configured something to my own cluster (40 VMs) and launched generateData.py  but it never finished! I launched it about 10 hours ago..  So I modified UserVisits and Rankings in config.txt to be smaller but it was also failed. Even it consumed very little resources when I saw 'top' information in the ubuntu.  Have you guys ever met this kinds of problems?  And if you have how did you solve this problem?  Thank you so much,1
1819,OrtuJIRA_test_3,Committed. Thanks a lot very much Ashish!!,1
1820,OrtuJIRA_test_3,Committed. Thanks Yongqiang,1
1821,OrtuJIRA_test_3,committed! to branch hadoop-eclipse-merge. Thanks Srimanth.,1
1822,OrtuJIRA_test_3,+1 patch looks good.  The checkstyle.xml is specified in hadoop-project-dist/pom.xml .,1
1823,OrtuJIRA_test_3,Thanks Uma for looking at the Jira. I think it should work fine with BPOfferService#registrationSucceeded(..) synchronized. Will post a patch soon after verifying it.,1
1824,OrtuJIRA_test_3,the patch looks good to me aside from the lack of unit tests.,1
1825,OrtuJIRA_test_3,+1 patch looks good.,1
1826,OrtuJIRA_test_3,+1 patch looks good.  This cleans up a lot of code.,1
1827,OrtuJIRA_test_3,Thanks a lot for the review Todd.  The test failure is unrelated and is already tracked by another JIRA. I'm going to commit this momentarily.,1
1828,OrtuJIRA_test_3,I have committed the patch to trunk branch-2 and branch-2.0.4-alpha. Thanks you Jagane!,1
1829,OrtuJIRA_test_3,I've just committed this to trunk and branch-2. Thanks a lot for the reviews/testing Chris and Todd.,1
1830,OrtuJIRA_test_3,I've just committed this to the HDFS-347 branch.  Thanks a lot for the contribution Colin.,1
1831,OrtuJIRA_test_3,The patch looks good to me. Some minors:  1. javadoc for two getINode() in SnapshotDiffList.java  2. We have DirectoryDiff ChildrenDiff Diff SnapshotDiff this is a little bit hard to follow. How about some renaming like SnapshotDiffForDirectory SnapshotDiffForFile?  3. SnapshotDiff#combinePosterior(final D posterior final BlocksMapUpdateInfo collectedBlocks)    can be renamed to deletePosterior or combineAndDeletePosterior so as to distinguish with Diff#combinePosterior?,1
1832,OrtuJIRA_test_3,"""The latest patch looks pretty good to me. Two small nits +1 once these are addressed: # Generally in the Hadoop codebase we put the """"@Test"""" annotation right above the method declaration below the method comment: {code} +  @Test +  /* +   * test #toString() for typical VolumeId equality classes +   */ {code} # In the class declaration of INVALID_VOLUME_ID I recommend putting a blank line between the methods being declared there.  Thanks a lot for improving the test coverage in this area of the code Ivan and thanks a lot to Andrew for your reviews of these patches.""",1
1833,OrtuJIRA_test_3,That sounds good. New patch uploaded.,1
1834,OrtuJIRA_test_3,+1 patch looks good.,1
1835,OrtuJIRA_test_3,Thanks to Todd and Colin for the suggestions this is much cleaner.  I'm still looking for pointers on where to go for my Checksum byte-wrangling (now in FSEditLogOp#getRawChecksum).,1
1836,OrtuJIRA_test_3,Thanks a lot for the review Todd. I've just committed this to the HDFS-3077 branch.,1
1837,OrtuJIRA_test_3,Thanks Kihwal!,1
1838,OrtuJIRA_test_3,The patch looks pretty good to me. One question for you though: does loosening this check for the QJM case not unnecessarily weaken the check in the non-QJM case?,1
1839,OrtuJIRA_test_3,The patch looks good to me. +1 pending Jenkins.,1
1840,OrtuJIRA_test_3,I have committed this.  Thanks Junping!,1
1841,OrtuJIRA_test_3,+1 Looks good I will commit this patch.,1
1842,OrtuJIRA_test_3,+1 patch looks good.  I have committed this.,1
1843,OrtuJIRA_test_3,"""Hi Ivan  Thanks a lot for the patch. Few comments.  1)  Patch does not apply cleanly. many Hunk failure while applying patch.  {noformat} Hunk #13 FAILED at 264. Hunk #14 FAILED at 281. Hunk #15 FAILED at 293. Hunk #16 FAILED at 309. Hunk #17 FAILED at 332. Hunk #18 FAILED at 345. Hunk #19 FAILED at 362. Hunk #20 FAILED at 372. Hunk #21 FAILED at 395. {noformat}  Could you please regenerate on the correct trunk code base?  2) TestBookKeeperHACheckpoints.java:   {code} conf.set(DFSConfigKeys.DFS_NAMENODE_SHARED_EDITS_DIR_KEY +             BKJMUtil.createJournalURI(""""/checkpointing"""" + journalCount++) +             .toString())""",1
1844,OrtuJIRA_test_3,Looks very good. +1,1
1845,OrtuJIRA_test_3,+1 looks good. As for the naming: [JIRA].patch stands for trunk patch IMO. Any branch designations can be add as qualifiers. Thanks,1
1846,OrtuJIRA_test_3,+1 Thanks Harsh the patch looks good.  > Also might it be reasonable to mark just isInSafeMode @InterfaceStability.Stable?  Since this is a new API we are not sure if want to change it.  Let's leave it as-is for the moment.,1
1847,OrtuJIRA_test_3,Thanks for reviewing Suresh. Committed to trunk.,1
1848,OrtuJIRA_test_3,I just committed this to trunk. Thank you Uma.  The patch does not apply to 0.23 branch any more. I recommend it for back porting.,1
1849,OrtuJIRA_test_3,Thanks a lot for fixing those issues Alejandro. I re-ran all the tests I ran last night and everything worked great.  Additionally I tried out test-patch.sh which seemed to work flawlessly.  +1 patch looks good to me.,1
1850,OrtuJIRA_test_3,Committed to branch thanks Eli,1
1851,OrtuJIRA_test_3,Thanks a ton for your review Todd. Here's an updated patch which addresses all of your comments except the following.  bq. In EditLogFileInputStream why do we need to pass isInProgress as a boolean? If it's in-progress that means we don't know the lastTxId so it would be INVALID_TXID right? So we can implement isInProgress() by just comparing lastTxId.  Because in the case of pre-transactional ELFIS we pass in INVALID_TXID even though the log is not yet in progress.  I'm still working on producing an updated patch which also adds testing for the pending DN message queues.,1
1852,OrtuJIRA_test_3,Great I think we are all on the same page then! We'll move forward down this route. Thanks for taking a look.,1
1853,OrtuJIRA_test_3,I have committed this.  Thanks CW!,1
1854,OrtuJIRA_test_3,I have committed the patch for trunk.  Thanks Tanping!,1
1855,OrtuJIRA_test_3,+1  Looks good to me!,1
1856,OrtuJIRA_test_3,"""Hi Hairong the speedups you measured with this patch are very impressive.  It would be great to have it included in the system.  The patch still applied successfully to current trunk when I tried it.  So can you please go ahead and """"submit patch"""" so we see how it does with test-patch?  And I'll review it and try to get someone else to also.  Thanks!""",1
1857,OrtuJIRA_test_3,+1 patch looks good. Please submit the patch for verification so it can be committed into the trunk and merged all the way back. Thanks.,1
1858,OrtuJIRA_test_3,I've just committed this. Thanks Edwin!,1
1859,OrtuJIRA_test_3,Looks good.  +1 pending Hudson.,1
1860,OrtuJIRA_test_3,+1 patch looks good.,1
1861,OrtuJIRA_test_3,Committed to trunk and branch-0.4. Thanks Rohini.,1
1862,OrtuJIRA_test_3,+1 looks good.  I'll commit once HCATALOG-239 is in.,1
1863,OrtuJIRA_test_3,Committed to trunk. Thanks Enis!,1
1864,OrtuJIRA_test_3,Integrated into trunk and 0.96. Thanks.,1
1865,OrtuJIRA_test_3,+1 on cursory review.  I like the cleanup and the tightening checking target servername too before going ahead w/ op.,1
1866,OrtuJIRA_test_3,Thanks,1
1867,OrtuJIRA_test_3,Jean-Marc can you review it? Thanks.,1
1868,OrtuJIRA_test_3,I've committed this to 0.940.95 and trunk. Thanks for the patch gautam.,1
1869,OrtuJIRA_test_3,Hi Ted Matteo  Thanks for the review.  The commands.rb has some existing logic that tries to 'rescue' some exceptions. It will get more and more difficult to keep it generic artificially as we evolve and add more ... The approach to expand (instead of shrink) this logic is not a bad or ugly one ...  But your suggested solution is fine.,1
1870,OrtuJIRA_test_3,Looks like the 0.95 issues are timeout related...should be good to go.,1
1871,OrtuJIRA_test_3,+1 for 0.95. Thanks.,1
1872,OrtuJIRA_test_3,trunk and 0.95.  Thanks for the review JD.,1
1873,OrtuJIRA_test_3,committed to 0.94 0.95 and trunk  Thanks Jerry for the patch and Stack for the review!,1
1874,OrtuJIRA_test_3,Committed this. Thanks.,1
1875,OrtuJIRA_test_3,I'm +1 on this patch for trunk and 0.95 after looking at latest version -- thanks for addressing the review -- and given you fellas are running it.  Let me retry hadoopqa to see if the above fails are just sporadic.,1
1876,OrtuJIRA_test_3,hi. Ping? :),1
1877,OrtuJIRA_test_3,Integrated to 0.94  Thanks for the backport Jeff.  Thanks for the review Lars.,1
1878,OrtuJIRA_test_3,What the hell?!,-1
1879,OrtuJIRA_test_3,(Do nothing): Are you serious about that?,-1
1880,OrtuJIRA_test_3,"@Oleg please accept that my ""logical"" is different from your ""logical"".",-1
1881,OrtuJIRA_test_3,So I'm fine with your logic but given that I don't understand it please don't get upset when I ask questions on how I have to use it.,-1
1882,OrtuJIRA_test_3,This was my bad.,-1
1883,OrtuJIRA_test_3,The rest are *totally* unrelated.,-1
1884,OrtuJIRA_test_3,Oh fuck :-) Sorry. Not my day more beer needed!,-1
1885,OrtuJIRA_test_3,"Sorry I guess I'm against ""never computing this shit""... because you guys think returning NaN is ok.",-1
1886,OrtuJIRA_test_3,if you want to make these optimizations fix the APIs so its intuitive otherwise no way.,-1
1887,OrtuJIRA_test_3,who the fuck is asking for scores but not the max score and why does their insanely specialized use case justify all these booleans on a central lucene class.,-1
1888,OrtuJIRA_test_3,I don't care about code duplication here.,-1
1889,OrtuJIRA_test_3,We should not invoke the global synced fieldnumbers shit for every element only when the setting actually changes,-1
1890,OrtuJIRA_test_3,I disagree... and I guess I'm willing to go to bat for this.,-1
1891,OrtuJIRA_test_3,HOLY SHIT!,-1
1892,OrtuJIRA_test_3,I think the comments here are a bad sign... I sent us down an unfortunate slippery slope  we are a search engine library!  don't put shit in the index directory! or we will delete your shit. dead simple.,-1
1893,OrtuJIRA_test_3,I wholeheartedly agree this API is confusing as hell.,-1
1894,OrtuJIRA_test_3,Not only it's the first one in my life I'm seeing multiple ways of closing the same thing it also conceals programming errors.,-1
1895,OrtuJIRA_test_3,Sucks to rush a commit when an issue is under discussion.,-1
1896,OrtuJIRA_test_3,I'm against such heavy committing myself without some consensus to do so.,-1
1897,OrtuJIRA_test_3,I'm confused.,-1
1898,OrtuJIRA_test_3,> I hated that aspect of working for commercial companies.,-1
1899,OrtuJIRA_test_3,My bad.,-1
1900,OrtuJIRA_test_3,My bad.,-1
1901,OrtuJIRA_test_3,Igor is an idiot and we *do* need gmake.,-1
1902,OrtuJIRA_test_3,Shit I missed a cast.,-1
1903,OrtuJIRA_test_3,But even if it wasn't it would be totally worthless where it is at.,-1
1904,OrtuJIRA_test_3,This is clearly bad webserver behaviour.,-1
1905,OrtuJIRA_test_3,Forget what I made(D8067).,-1
1906,OrtuJIRA_test_3,PreCommit-HDFS-Build is stuck.,-1
1907,OrtuJIRA_test_3,So it is stuck somewhere.,-1
1908,OrtuJIRA_test_3,I don't want one-offs like this to become lost and forgotten.,-1
1909,OrtuJIRA_test_3,But now that I think about it it may crap out when coming back to read even on a recovered file.,-1
1910,OrtuJIRA_test_3,@Matt... I'm an idiot I used the wrong patch. Sigh.,-1
1911,OrtuJIRA_test_3,I'm however very interested in this feature as it is essential to me.,-1
1912,OrtuJIRA_test_3,bq. this is solr's fault by having a getter that does some heavy duty xml shit.,-1
1913,OrtuJIRA_test_3,Holy complicated-as-shit-algorithm Batman!  The complexity of our implementation vs the complexity of what we're actually doing is starting to worry me here.,-1
1914,OrtuJIRA_test_3,It also happens at the very startup after he has loaded only 3 sstables (hence DataTracker likely have 3 sstables not a shit load).,-1
1915,OrtuJIRA_test_3,Shit my bad. The posted patch is from a completely wrong branch of my git repo - I had not realized I ran the test-patch against a branch not branch-1.,-1
1916,OrtuJIRA_test_3,(In this particular case Hoss clearly intended to use the no-no word as an intensifier and not to stir shit.),-1
1917,OrtuJIRA_test_3,Maybe only one of us should play lawyer and the other one play engineer.,-1
1918,OrtuJIRA_test_3,I used to be the latter but then I went to law school and got a degree in this shit.,-1
1919,OrtuJIRA_test_3,Then to make matters worse since the mid-1990's I've been offering pro bono advice to non-profit foundations whose members insult me regularly and assume I'm an amateur.,-1
1920,OrtuJIRA_test_3,Someone but I'm not sure who owes me a public apology here.  /Larry,-1
1921,OrtuJIRA_test_3,"Shit there is an dependency. Please go to Preferences -> LDAP -> Entry Editor and enable the option ""Show operational attributes"".",-1
1922,OrtuJIRA_test_3,that's bad Content-Type from gSOAP.,-1
1923,OrtuJIRA_test_3,Pull it back in if you think different.,-1
1924,OrtuJIRA_test_3,Hmm ... this is quite bad.,-1
1925,OrtuJIRA_test_3,You are messing down deep below hbase in dfs.,-1
1926,OrtuJIRA_test_3,Damn it sry lost the orientation.,-1
1927,OrtuJIRA_test_3,Oh my stupid:),-1
1928,OrtuJIRA_test_3,oh ...geez I'm an idiot.,-1
1929,OrtuJIRA_test_3,@jira - I wish you didn't suck so much.,-1
1930,OrtuJIRA_test_3,Indeed that would be VERY bad design.,-1
1931,OrtuJIRA_test_3,My bad.,-1
1932,OrtuJIRA_test_3,(How bad is this?,-1
1933,OrtuJIRA_test_3,I'm confused.,-1
1934,OrtuJIRA_test_3,This is pretty trivial.,-1
1935,OrtuJIRA_test_3,Of course it could...  :-)  DOH!,-1
1936,OrtuJIRA_test_3,Then you're pretty well screwed.,-1
1937,OrtuJIRA_test_3,Damn Chuck is scary.,-1
1938,OrtuJIRA_test_3,This is bad.,-1
1939,OrtuJIRA_test_3,Well that sucks.,-1
1940,OrtuJIRA_test_3,Bad memory.,-1
1941,OrtuJIRA_test_3,"The state stuck at ""Allocated state"" It is a dup of 3788.",-1
1942,OrtuJIRA_test_3,This is a pretty awful bug.,-1
1943,OrtuJIRA_test_3,Replaced patch with fix to catch more bad variables,-1
1944,OrtuJIRA_test_3,Does this suck?,-1
1945,OrtuJIRA_test_3,Of course StrFieldSource is a private class  No it's not.,-1
1946,OrtuJIRA_test_3,CSS is really confusing sometimes.,-1
1947,OrtuJIRA_test_3,Django is a fullstack framework Click is not.,-1
1948,OrtuJIRA_test_3,My bad.,-1
1949,OrtuJIRA_test_3,Credit of course goes to Dick.,-1
1950,OrtuJIRA_test_3,It seems really confusing.,-1
1951,OrtuJIRA_test_3,+1 for this: my bad.,-1
1952,OrtuJIRA_test_3,Hell or high water.,-1
1953,OrtuJIRA_test_3,-1 to jar hell.,-1
1954,OrtuJIRA_test_3,That would suck.,-1
1955,OrtuJIRA_test_3,If so a test that succeeds with errors is confusing as hell...,-1
1956,OrtuJIRA_test_3,If the different segments are somewhat homogeneous then these stats should pretty much be very close anyway.,-1
1957,OrtuJIRA_test_3,Hi Amardeep  Are we sure that this does not introduce any side effects regressions?,0
1958,OrtuJIRA_test_3,Hi Jacques  The http*.jar are Release 4.0.,0
1959,OrtuJIRA_test_3,So now I have convert again all the head3 to h3 and now seams to me better.,0
1960,OrtuJIRA_test_3,hi charlie  if you request this feature for myfaces-core (the jsf impl itself) you have to file the issue at https://issues.apache.org/jira/browse/MYFACES  regards gerhard,0
1961,OrtuJIRA_test_3,A message is already logged.,0
1962,OrtuJIRA_test_3,Continue processing is the right way i think.,0
1963,OrtuJIRA_test_3,@ 1.,0
1964,OrtuJIRA_test_3,It's a feature which seems to be enabled by default.,0
1965,OrtuJIRA_test_3,Its implemented in a normal release.,0
1966,OrtuJIRA_test_3,@2.,0
1967,OrtuJIRA_test_3,That would be a improvement in trinidad but that doesn't solve the core problem in MyFaces.,0
1968,OrtuJIRA_test_3,@3.,0
1969,OrtuJIRA_test_3,I will make the change for 2.2.,0
1970,OrtuJIRA_test_3,That's why I need to ask questions now when I want to understand the current logic (as it is not logical for me).,0
1971,OrtuJIRA_test_3,If I put my hands in the code to fix stuff myself I will probably introduce something that is illogical for you (e.g.,0
1972,OrtuJIRA_test_3,"the logical solution to me was to add the methods to the interface) so I guess I did the right thing opening this bug and asking for your opinion and I can't accept your ""for the sake of sweet Jesus"" in reply.",0
1973,OrtuJIRA_test_3,In many ways I think that the support for 3rd part performance and health monitoring is already there.,0
1974,OrtuJIRA_test_3,5% seems pretty low.,0
1975,OrtuJIRA_test_3,We can use a BlockingQueue to make the patch simpler,0
1976,OrtuJIRA_test_3,I think we should distinguish between the two,0
1977,OrtuJIRA_test_3,{quote} viewColumn v.s.,0
1978,OrtuJIRA_test_3,{quote}  Neither of these produce a copy.,0
1979,OrtuJIRA_test_3,it's not a merge setting and I think it's rather confusing today since we take the merge setting and use it for indexing.,0
1980,OrtuJIRA_test_3,More tomorrow.,0
1981,OrtuJIRA_test_3,Same for the settings.xml with cleartext password (this caused my initial 401 problem no way in hell im leaving such a thing around on my computer).,0
1982,OrtuJIRA_test_3,Maybe ant could read the password like it does for GPG and handle this for us?,0
1983,OrtuJIRA_test_3,Thats why I think its good to keep them (of course as short and minimal as possible).,0
1984,OrtuJIRA_test_3,I think if you use either LogDoc/ByteSizeMergePolicy forceMerge also does what it says.,0
1985,OrtuJIRA_test_3,{quote}  I fail to see why that is a bad thing if we're looking at the rare scenario of having to postpone the sorting decision to search time.,0
1986,OrtuJIRA_test_3,If we're so bent on backcompat I suggest deprecating one of these methods now and removing it in next major release.,0
1987,OrtuJIRA_test_3,The patch also removes FreqProxMergeState because we don't have to interleave posting lists from different threads anymore of course.,0
1988,OrtuJIRA_test_3,The patch also removes FreqProxMergeState because we don't have to interleave posting lists from different threads anymore of course.,0
1989,OrtuJIRA_test_3,Easy to say we can come back to this easy not to.,0
1990,OrtuJIRA_test_3,ConstantScoreQuery and FilterQuery need to AND the filters   together.,0
1991,OrtuJIRA_test_3,It uses a parallel benchmark that roughly models what our real-life benchmark is like.,0
1992,OrtuJIRA_test_3,Too bad we don't have the power to do that... -)  Here's what I think should be happening:  Internally absolutely everything should be handled UTF-8 for consistency's sake.,0
1993,OrtuJIRA_test_3,Nobody has any permissions unless explicitly granted.,0
1994,OrtuJIRA_test_3,While I am not a spokesperson for my employer by my assessment their interests are aligned with mine -- they sponsor my work and as a consumer of the products that I contribute to it would be bad for them if their investment were to be harmed.,0
1995,OrtuJIRA_test_3,and close this issue ?,0
1996,OrtuJIRA_test_3,How should integer division work for decimals and floating point?,0
1997,OrtuJIRA_test_3,e.g.,0
1998,OrtuJIRA_test_3,should the following be true?,0
1999,OrtuJIRA_test_3,4.5 quotient 1.5 => 3 5.9 quotient 1.5 => 3,0
2000,OrtuJIRA_test_3,"OFFSET X LIMIT N  (slice X _   (top (N ...)     (...)   ))  that is put a slice over the ""top"" and apply the top to N+X.",0
2001,OrtuJIRA_test_3,I will make the change.,0
2002,OrtuJIRA_test_3,I think I would be happy with a process where a weinre build is kicked off for every commit to master.,0
2003,OrtuJIRA_test_3,Hi  Could u please change the moderator of this list to Davanum Srinivas : dims@apache.org  Chamikara,0
2004,OrtuJIRA_test_3,"Okay ""unfortunately"" nothing  abnormal there.",0
2005,OrtuJIRA_test_3,Otherwise the constant will be converted   to DOUBLE.,0
2006,OrtuJIRA_test_3,{quote} Dear Azuryy Yu  This message acknowledges receipt of your ICLA which has been filed in the Apache Software Foundation records.,0
2007,OrtuJIRA_test_3,Contributed by Ashish Singhi.,0
2008,OrtuJIRA_test_3,It will be taken care as part of HADOOP-7642.,0
2009,OrtuJIRA_test_3,I think the rename should follow the same pattern.,0
2010,OrtuJIRA_test_3,If so make the formatting same as it is for rest of codebase on commit?,0
2011,OrtuJIRA_test_3,Neither is the rest of this.,0
2012,OrtuJIRA_test_3,I'll make an updated patch.,0
2013,OrtuJIRA_test_3,I think this is what caught me the first time I tried this,0
2014,OrtuJIRA_test_3,I'm going to close this out.,0
2015,OrtuJIRA_test_3,Marvin I've clogged these lists too often today so I'll just say this to you.,0
2016,OrtuJIRA_test_3,Under copyright law there are several potential kinds of damages one can obtain for infringement.,0
2017,OrtuJIRA_test_3,The only forms of damage that make practical litigation sense in the FOSS world are *statutory damages* and *attorney's fees*.,0
2018,OrtuJIRA_test_3,To obtain those kinds of damages a copyright notice is required.,0
2019,OrtuJIRA_test_3,(There are other requirements for these types of damages also all described in 17 USC 401 et seq.) OTOH if you want to waste your time proving *actual infringement damages* for free software don't bother with a notice but also don't bother trying to find an attorney to argue your case.,0
2020,OrtuJIRA_test_3,Forgot to close,0
2021,OrtuJIRA_test_3,I forgot to resolve this bug.,0
2022,OrtuJIRA_test_3,I think there is enough there to close the issue.,0
2023,OrtuJIRA_test_3,sigh.,0
2024,OrtuJIRA_test_3,CASE_SENSITIVE boolean=> TRUE    9.,0
2025,OrtuJIRA_test_3,Ummm did you forget to annex the patch Toby?,0
2026,OrtuJIRA_test_3,You cannot load classes from a bundle after the framework shuts down.,0
2027,OrtuJIRA_test_3,Of course none that should really matter .,0
2028,OrtuJIRA_test_3,Of course this means that I can't compile/build the code using AxisRC3.,0
2029,OrtuJIRA_test_3,Clearly one Visitor interface just can't satisfy everyone.,0
2030,OrtuJIRA_test_3,This is going to be a big performance hit.,0
2031,OrtuJIRA_test_3,Committing shortly.,0
2032,OrtuJIRA_test_3,Any objections to committing the security.rb part from the trunk patch to the 0.95 branch now?,0
2033,OrtuJIRA_test_3,Like skip.jar.loading= true once ---> Proposed behaviour.,0
2034,OrtuJIRA_test_3,Is not really needed I guess.,0
2035,OrtuJIRA_test_3,Then what's the story for code reuse for different flushers.,0
2036,OrtuJIRA_test_3,"""else { this.services.getAssignmentManager().assign(e.getKey() true) }"" is called for another assignment.",0
2037,OrtuJIRA_test_3,OK.,0
2038,OrtuJIRA_test_3,It is ok for goog.requires to be missing.,0
2039,OrtuJIRA_test_3,It is not ok for the interface reference not be fully qualified.,0
2040,OrtuJIRA_test_3,OK done added some more javadocs as well.,0
2041,OrtuJIRA_test_3,) then I'm ok with that as well.,0
2042,OrtuJIRA_test_3,Ok.,0
2043,OrtuJIRA_test_3,OK to commit to 1.4.4,0
2044,OrtuJIRA_test_3,"Also I find the name ""stillGoodJournals"" confusing because when a journal was found to be bad in the ""// do the sync"" block it isn't removed from the ""stillGoodJournals"" list.",0
2045,OrtuJIRA_test_3,With balancer initialy at true: {code} hbase@node3:~/hbase-0.94.3$ bin/graceful_stop.sh --restart --reload --debug node6 Disabling balancer!,0
2046,OrtuJIRA_test_3,I just hope it does wait forever on sockets or anything stupid like that...  but we'll see.,0
2047,OrtuJIRA_test_3,Unrelated should the PBImpls be moved from yarn-api to yarn-common (They're private anyway).,0
2048,OrtuJIRA_test_3,Unrelated should ApplcaitionTokenIdentifer be renamed to something like AMTokenIdentifier ?,0
2049,OrtuJIRA_test_3,This also seems pretty reproducible.,0
2050,OrtuJIRA_test_3,if (!jj_semLA || jj_3R_60()) return true     if (jj_3R_61()) return true     return false   }  The simple fix could be to wrap the lookingAhead assignment  after the call within finally block.,0
2051,OrtuJIRA_test_3,The true   usages are found in calls to executeSubstatement now.,0
2052,OrtuJIRA_test_3,But even if it wasn't it would be totally worthless where it is at.,0
2053,OrtuJIRA_test_3,@filipe I forgot the case where includes are in include/js (or mozjs).,0
2054,OrtuJIRA_test_3,"audit warning seems to be due to ""hadoop-hdfs-project/hadoop-hdfs-httpfs/dev-support/findbugsExcludeFile.xml""   javadoc warnings also seem to be unrelated.",0
2055,OrtuJIRA_test_3,But if the expression isgraph(wctob(wc)) evaluates to true (which cannot occur for wc == L' ' of course) then either iswgraph(wc) or iswprint(wc) && iswspace(wc) is true but not both.,0
2056,OrtuJIRA_test_3,If that's not true then you can pretty much ignore everything in this particular comment...,0
2057,OrtuJIRA_test_3,It just depends upon how smart the plug in framework and the actual plug in is.,0
2058,OrtuJIRA_test_3,Plus of course you don't have to hardcode the name of the jarfile.,0
2059,OrtuJIRA_test_3,Currently we just assume it might be a laggard and thus isSlowTracker() will return true.,0
2060,OrtuJIRA_test_3,Rajith: This is actually not true.,0
2061,OrtuJIRA_test_3,@ Thomas  Your framework is available?,0
2062,OrtuJIRA_test_3,The latest  patch for SimpleURIResolver and resolver framework.,0
2063,OrtuJIRA_test_3,Matt what's the cut-off date for providing a patch?,0
2064,OrtuJIRA_test_3,br Matt,0
2065,OrtuJIRA_test_3,*.. info.ftl might have confused you :)  Divesh,0
2066,OrtuJIRA_test_3,> I'm confused.,0
2067,OrtuJIRA_test_3,Pretty fancy.,0
2068,OrtuJIRA_test_3,Though it is still a possibility it is pretty corner-case.,0
2069,OrtuJIRA_test_3,I think there were a mistake.,0
2070,OrtuJIRA_test_3,Of course this is debatable.,0
2071,OrtuJIRA_test_3,Of course I have en_US for my locale.,0
2072,OrtuJIRA_test_3,For testing purposes of course...,0
2073,OrtuJIRA_test_3,True enough....,0
2074,OrtuJIRA_test_3,"This is also true for ""ACCT"" ""MLSD"" ""OPTS"" and ""REIN""",0
2075,OrtuJIRA_test_3,That is not true.,0
2076,OrtuJIRA_test_3,Default is true.,0
2077,OrtuJIRA_test_3,"Therefore Visa.matches() will now return ""true"" for Mastercards too.",0
2078,OrtuJIRA_test_3,Yes that's true.,0
2079,OrtuJIRA_test_3,True.,0
2080,OrtuJIRA_test_3,Definitely true!,0
2081,OrtuJIRA_test_3,Pull it back in if you think different.,0
2082,OrtuJIRA_test_3,But that's of course completely unrelated to your patch.,0
2083,OrtuJIRA_test_3,duplication of such a small amount of trivial code is far less evil than yet another dependency.,0
2084,OrtuJIRA_test_3,"This might be a stupid comment but shouldn't ""keyDerivationeterceptor"" be ""keyDerivationInterceptor""?",0
2085,OrtuJIRA_test_3,HttpClient stock code is JDK 1.2 compatible (hell 1.2 is old).,0
2086,OrtuJIRA_test_3,The first step is of course selling us through our site.,0
2087,OrtuJIRA_test_3,Brandon's pretty confident but I'd rather not cram it into a minor release just in case there's something we missed.,0
2088,OrtuJIRA_test_3,I encounter the same NullPointerException in the 4.1.0 source code release but currently I don't have a git 4.1 environment to verify it.,0
2089,OrtuJIRA_test_3,Matt are you still working on this?,0
2090,OrtuJIRA_test_3,But in any case please keep things simple and stupid :),0
2091,OrtuJIRA_test_3,James I think it is time to do some of the tasks that you have outlined and I'm willing to do the work.,0
2092,OrtuJIRA_test_3,I'm fairly convinced that signing is the only way to go without turning the knobs so far up that the AM is pretty useless (no images!,0
2093,OrtuJIRA_test_3,Start an app with all network connections off and try to do a console.log(navigator.onLine) and it will return true.,0
2094,OrtuJIRA_test_3,Please do not forget about adding the ASL header to all new classes.,0
2095,OrtuJIRA_test_3,Matt,0
2096,OrtuJIRA_test_3,Matt,0
2097,OrtuJIRA_test_3,I will take this into account of course.,0
2098,OrtuJIRA_test_3,Ah of course.,0
2099,OrtuJIRA_test_3,"Are there other parts of your app that interact with or manipulate the ""course"" bean or its ""labKits"" collection?",0
2100,OrtuJIRA_test_3,The name for all of them was thus pretty obvious except for engine.evaluate(...) and #evaluate(...).,0
2101,OrtuJIRA_test_3,Must have been confused.,0
2102,OrtuJIRA_test_3,Of course that would be a separate bug...,0
2103,OrtuJIRA_test_3,Of course I meant 2.1.8 beta not 2.1.8 dev.,0
2104,OrtuJIRA_test_3,This seems backward to me (but of course I'm no expert in this area).,0
2105,OrtuJIRA_test_3,Specially the framework.,0
2106,OrtuJIRA_test_3,This may fit for Pregel but not for our Framework since our communication is much more expensive.,0
2107,OrtuJIRA_test_3,Patch is pretty trivial but gives +15% on MT/SerialBench on 2-core Core2.,0
2108,OrtuJIRA_test_3,OK works for me.,0
2109,OrtuJIRA_test_3,Please re-open if I'm confused.,0
2110,OrtuJIRA_test_3,I must admit I'm a little confused by this one.,0
2111,OrtuJIRA_test_3,You mixing fd and HostComparator confused me.,0
2112,OrtuJIRA_test_3,Otherwise the HTable and the HConnection will get very confused.,0
2113,OrtuJIRA_test_3,Of course there is no NotNullException.,0
