id,text
1381,StringBuilder is used because we can't stream JSON row before we have all columns serialized (columns serialized in portions according to PAGE_SIZE) see serializeRow(SSTableReader SSTableIdentityIterator DecoratedKey PrintStream) method. If you have a better idea then using StringBuilder in this case please share...
1382,Looks good to me for the first 3.  I think ANY should be equal to ONE for hints=off.  I.e. when it's off we *never* create hints.
1383,Hmm I can't apply 0002-V2 on top of either my 0001 + trunk from feb 5 or current trunk + rebased 0001.  And Eclipse generates the diff in a different order from git commandline so I can't tell what's changed by eyeballing the diff either.  I've attached rebased-to-current-trunk versions of my 0001-0003 can you attach your fixes as a 0004 on top of those?
1384,I do have a very large # of rows (>150-200MM on many nodes)
1385,No noticeable performance impact with stress.py defaults or with one column per row in periodic mode.
1386,I am in the middle of reviewing both of these patches and noticed that they are related and won't mix well.
1387,Need to add the reconciler as part of the keyspace attributes...  just so I don't forget.
1388,"""> but I renamed a set of sstable files in data/ to the """"wrong"""" version and it did not catch this at startup. I'm not sure what you mean. Which is the """"wrong"""" version: the legacy version?  > (does it still ignore tmp files at startup?) I'll double check but I assume so. I didn't change the check that removes tmp files because it did it based on looking for TEMPFILE_MARKER anywhere in the file name which should continue to work."""
1389,There's good discussion on that project and LRU cache in general in HBASE-1460 if you missed it.
1390,Just changed the workflow scheme should work now.
1391,Duplicate of CAMEL-6918
1392,Hi Willem yes you're right.. I did not realized that I had a explicit dependency on the wrong version... You can close this ticket.
1393,"""It's only committed to the trunk at present (you can check this by selecting the """"All"""" tab in the """"Activity"""" section).  @Willem: Anything other to do here? I'm asking because the issue is still in the status open. Any reason not to back port this feature also to our 2.10.x and 2.9.x feature branch?"""
1394,JB do you expect problems when we upgrade Camel 2.10.0 to Spring 3.1.0 (and deploy it into Karaf 2.2.x)? Because Camel leverage on the Karaf Spring feature it will use Spring 3.0.x when running inside Karaf 3.0x and Spring 3.1.x when running in Karaf 3.0.x.   IMO when we can upgrade to Spring 3.1.0 without any modification it should not a problem...
1395,Nevermind.  I believe someone has already addressed it in CAMEL-4294.  I have linked the issue here.
1396,Closing all resolved tickets from 2010 or older
1397,Closing all resolved tickets from 2010 or older
1398,Closing all resolved tickets from 2010 or older
1399,Closing all resolved tickets from 2010 or older
1400,Closing all resolved tickets from 2010 or older
1401,Closing all resolved tickets from 2010 or older
1402,The ASF is going to get the document signed this week will keep you posted.
1403,Hi Christian I just tried to apply your patch but I found there is no pom.xml in the camel-soap module. Can you submit it to the JIRA ? BTW did you run the test with JDK 1.5.0 ?
1404,Hi Roman  Which version of Servicemix are you using ? There is an camel feature (which includes camel-core camel-spring and camel-osgi) in the org.apache.felix.karaf.features.cfg you need to replace it with camel-core and camel-spring-osgi. Please make sure there is no camel-spring camel-spring-osgi camel-osgi installed at the same time.
1405,Closing all resolved tickets from 2010 or older
1406,Will be naming this camel-rss rather than camel-rome in case we change to some other rss lib in the future.
1407,a patch is attached to camel-606 also address this issue.
1408,Closing all resolved tickets from 2010 or older
1409,Hmm - it seems that the patch cannot be applied on a few files - e.g. the CxfEndpoint.java patch. As it seems your patch is against an old version of the code?  e.g. your patch uses the line  {code}   * @version $Revision$ {code}  when trunk is  {code}  * @version $Revision: 563665 $ {code}  Any chance you could do an 'svn update' to ensure you are using the latest/greatest trunk then create the patch again please? As right now I cant apply it
1410,Here is the curent state. It is the samples/servlet/src/script/share build.xml.  It work for tomcat5x (it is hard coded). The test are passe but I need to remove TestSampleFilter.java TestFilterHttpHeaders.java and TestBasicAuthentication.java from the test execution. I don't know why they failed but continu to look at this.  Nicolas
1411,Somehow it seems that this problem is more on the rubygems side. I didn't have time to investigate it any further but looks like rubygems is using @gems internally sometimes as a hash and sometimes as an array.  You could try doing the following change in rubygems/source_index.rb (line 410):  410c410 <       @gems.replace(new_index.gems) --- >       @gems = Hash[*new_index.flatten]
1412,The proposed solution I outlined above on github: http://github.com/assaf/buildr/tree/BUILDR-4  But I can't find a way to use this in combination with ArtifactNamespace so it will have to be one or the other.
1413,[~hustlmsp] I've created JIRA BOOKKEEPER-603 for the issue.
1414,We have fixed this in the twitter fork. You can review the fix at   https://github.com/twitter/bookkeeper/commit/a48472911b176d75905399e7c32bb782f3564b83  If you are fine with the change I will submit this as a patch.
1415,Committed revision 1343996.
1416,Attached the patch which addresses the issue in EntryLogger.
1417,attach a patch fix NPE in debug message.
1418,yes parseLedgerConfig did throw an IOException.  since the bug is found in hub server topic can't be acquired due to hub server can't closing such kind ledger. if we don't add code in LedgerOpenOp we have to find all such kind ledgers and handle them manually (maybe delete them). throwing IOException here is OK for me. but I am not sure do we need to keep backward compatibility to handle data/metadata produced by old version. what is your opinion?
1419,S3 would be interesting
1420,If removing leads to the reduced coverage then I am not a happy camper.
1421,I did an ubuntu 10.x apt-get install and flume/* downloaded the following unwanted packages: flumotion_0.6.1-1_amd64.deb foomatic-filters_4.0.4-0ubuntu1.1_amd64.deb
1422,Created an attachment (id=12011) LazyDynaClass Test Case
1423,It looks like we have to rebuild StackMapTable from scratch during method generation.   I've tried BCEL code and it looks like it already have implementation we need but I don't see ways to reuse it for now...  By the way I recommend to increase this issue priority to high or blocker.
1424,This is fixed in CVS (post 1.5b5).
1425,I believe this is now fixed.  The test case itself was the problem - missing suffix of ULL or LL for unix and UI64 or I64 for windows.  I am closing the issue.
1426,I have attached the modifications to the ClientStubWriter.java in wsdl. This modification will solve the problem. But I didn't check further memory leaks with the modifications.
1427,Apparently this is not completely solved.
1428,Patch commited
1429,Hi Dushshantha  Please find the attached file AXIS2C-1193-manual.patch.
1430,I've done some modifications and checked with valgrind and reduce around 6000 bytes of a loss with echo sample. regs lahiru
1431,What is interesting here is that the OOM error already occurs while processing the SOAP part of the message and not while accessing the attachment part (as one would expect). What is the stack trace that you get with Axis2 1.6.1 and Axiom 1.2.12?
1432,Committed revision 1068985
1433,Patch is attached
1434,Hi I am still having the same problem with the 1.4.1 build. Can you please check this a.s.a.p.  Best Regards
1435,Committed revision 644436.
1436,Yes someone should have a look at this. I just ran it again and it is still failing.
1437,This doesn't exactly seem fixed to me. First of all I can't make this work on an actual RELEASED version of the plugin. Second I can't even get the most recent snapshot to work at all. The POM includes all sorts of noise that just shouldn't be required per Chris's point. Can this issue get some attention? I'm fairly certain this plugin just flat out doesn't work in its current state.
1438,Fixed. Now we dont have restPath only service path.
1439,Patch attached.
1440,Duplicate of AXIS2-897
1441,Would anybody now if this is fixed in a later release?
1442,hmm... i couldn't run your huge 7.5 MB application. Sorry for asking again but will it be possible to post a ***smaller*** test case? Actually that will also help you to isolate the issue.  - venkat
1443,I added a patch to fix the deadlock issue.  I used the same type of approach as Brian Ewins did with his patch. So the addition of some of his concepts could be applied to fix them both at the same time.  Reference of his patch suggestion: http://nagoya.apache.org/jira/browse/AXIS-238?page=history
1444,Attached a patch that adds a flag for opt-in and adds a test
1445,"""Modification of patch-2 to introduce a double class to resolve the final ambiguity for [""""float""""""""double""""] unions."""
1446,TestWordCountTether times out.  I suspect the wrong version of Java is used for subprocess.
1447,Didn't make 1.1
1448,Didn't make 1.1
1449,Reopening this issue and Richard will add more information into the JIRA.
1450,Hi Fuhwei  I was a bit worried by the big override method in your patch so I have taken a good long look at this but as its an area of the code I'm not very familiar with I can't necessarily jump in with an expert comment.  My current analysis of this is that EMF forces an assumption in the two lines of XSDEcoreBuilder's createFeature method      XSDTypeDefinition elementTypeDefinition = getEffectiveTypeDefinition(xsdComponent xsdElementDeclaration)
1451,This is not a major issue
1452,I don't see that he fixed anything for TS-2216 are you thinking of his commit for TS-1988 ? I was going to try that.
1453,I mean keep purging that cache asset.
1454,Committed @revision 1340076 in trunk
1455,"""The appassembler author has rejected a long outstanding bug in this area as """"Won't Fix"""" http://jira.codehaus.org/browse/MAPPASM-54   They seem to think that because the script is not internally broken that they shouldn't need to worry about it.  """
1456,We found the root cause of the problem. Will add a patch
1457,I added your tests and didn't see any failures against ActiveMQ.  However I did make a change anyway to StompFrame similar to you patch expect that I just used the DataInputStream's readFully method to ensure all the data gets pulled off the wire.
1458,Resolved in trunk.  There were two places where the ack message was getting the Destination from the Message assigned to it instead of the Destination from the MessageDispatch command.
1459,Nathan  I have not been able to get the time to run the other tests.  However I did try changing the timeoutwait.  I set it to 10000 as suggested.  The test failed as it did before.  I then decided to change it to an unrealistic number 60000.  The program died as it did before.  Whats interesting with this test is that it did not even run for a minute.  As such I dont think changing this value had any impact on the problem.
1460,The DebugDLL and ReleaseDLL build configurations for vs2005-activemq didn't have the /DEBUG linker flag turned on.
1461,From what i can see on the system the libpthread is in /usr/lib and in /usr/lib64 and both of those paths are in my library config.
1462,Ran the test with a 5.8-SNAPSHOT build an everything seems fine.
1463,Fresh build works for me now too.  Looks like the missing snapshot has been published somewhere now.
1464,receive()  and receive(timeout ) now return null on transport failure - so consistent behaviour with a close() on the connection.
1465,Enabled garbage collection on transient and durable queue message managers.  Also added a check on capacity limit before removing idle containers.
1466,Commited to trunk.
1467,Can you run: {noformat} yum repolist all {noformat}  and post what you see?
1468,User specified directory is not created by agent
1469,Attached
1470,I checked it on IE and firefox and it was working fine. Though i am not sure why it didnt work particularly in chrome i put those elements in a separate div and this helped. Now its working fine in Chrome also.
1471,How do you know that a key will exceed a threshold until after you've passed it?
1472,Fixed. Committed revision 745895.
1473,I did try some variations as well and I have to say I only got confused.
1474,Confused about this.
1475,Inserting timestamps automagically would be bad because it would limit a whole swath of use cases.
1476,If they do then Suse's cpio works for old ascii but the -c switch is broken.
1477,This is pretty embarassing!
1478,When you install a node module globally it goes into /usr/local where you don't have permissions to move shit into unless you sudo.
1479,That being said I'm not totally opposed to making the limit configurable.
1480,My bad I screwed up the assertion -> RuntimeException transition.
1481,Well that sucks.
1482,No it's not off the table but it's moot unless we decide we want cqlsh in-tree at all.
1483,Ok here is a patch that works. I was stupid enough not to see it...
1484,It was a pretty stupid idea to use a static array of instances for QuorumOpMonitor.
1485,All I'm trying to say is that it's pretty easy to end up in propagation failure hell here or change something else that blows things up for use cases that are not foreseen.
1486,Just to clarify... you made the DTPE handle exceptions the same way as CassandraDaemon by updating it to use NBHS instead of CSLS...   Did you just tell me to go fuck myself?
1487,+1 (damn intellij it's not like patch format hasn't been standard for years)
1488,Wow it's like Thrift is going out of their way to make life suck for us this month.
1489,Here is quite bad.
1490,The samples you gave are different.
1491,"I just noticed your public tweet...  bq. ""@wilhelmbierbaum True. Fuck the Avro C API."""
1492,if so can you see if you can git bisect this bad boy?
1493,It seems some of the wrappers in ink_hrtime.h() might no longer be used either e.g. ink_gettimeofday() is never used so lets get rid of that shit.
1494,Heh that's one hell of a bug 275 bytes exactly eh?
1495,What a stupid name I chose for that object... )-:
1496,I think it's time to just close this issue.
1497,I'm not entering bogus reports for the hell of it )  Matt
1498,I am currently trying to get it into AJDT dev builds but my git push is timing out (damn thing!
1499,Stupid Maven
1500,Ok. Stupid user Error here.
1501,Converted from a single FlatFileItemWriter to a database and flatfileitemwriter and didn't register the flatfile one as a stream.
1502,If using a single FlatFileItemWriter it is enough to register it as an ItemWriter however when using the composite the adding it as a stream is also needed.
1503,Why the hell do they deliver Duration if they cannot instantiate it :-/
1504,The defect  from hell 666 be scared..
1505,This really sucks!
1506,Why the hell is this not a bug?
1507,I'm confused...
1508,What the hell are you waiting for ?
1509,you can't reopen stuff fixed in the past without upsetting JIRA.
1510,I've fixed that locally and am doing a full build but I'm going to build a test case to duplicate the error and then verify my proposed fix corrects it.
1511,I suspect it has nothing to do with the file system connector or Infinispan connectors and is simply a (stupid) mistake in the federated join processor.
1512,I'm an idiot.
1513,The Cenqua licensing section doesn't have a license like this but the Clover licensing section does have a link to one.
1514,It really sucks that there is now way currently to include transitive dependencies.
1515,I'm an idiot... there's nothing wrong with the readme.txt.
1516,Crap forgot to verify that this is inconsistant with MRI it's not.
1517,Please close as this is just me being stupid.
1518,Holy hell I think I found one problem with turning a bignum into anything else.
1519,This sucks *so much*...
1520,Damn I would close this out from the fix to JBSEAM-3742 except the quartz and seampay examples use a custom XML namespace and the XML schema validator is not happy with that.
1521,*Damn* I forgot.
1522,Also your username was stupidly named and confusing so I deleted it and created a new one more appropriate.
1523,Damn it seemed it didn't work.
1524,It sucks to lose the code readability but it seems like a reasonable price to pay.
1525,I don't have to ensure that the classloader knows groovy classes *you* must do that.
1526,And debugging is hell because the test environment needs to have the exact same loader setup.
1527,who the hell starts using our jira for typing lessons ?!?
1528,fuck u
1529,Hell this is gonna take me a lot of work to raise.
1530,That irritated the hell out of me too but I didn't realise it was configurable in the .launch file.
1531,This sucks badly.
1532,Why on earth does createLink() need a request?
1533,Finally closing this bug from hell.
1534,I sure as hell don't want to start attaching models for the sake of detaching them directly afterwards.
1535,That sucks why isn't the escape mechanism working?
1536,I am an idiot - this was a dupe of GUVNOR-84
1537,That is really confusing.
1538,Sun RI sucks why the hell is saveState() and restoreState() not called with with javax.faces.STATE_SAVING_METHOD = server???
1539,Swear to god I'm not a total idiot.
1540,I don't know how the hell my diff program decided to add seemingly random CR chars but I've removed them now.
1541,durrrh that sucks.
1542,Im stuck with IE6 unfortunately.
1543,What the hell I'll give this a shot.
1544,{quote} searcher.getAtomicReader().getSortedDocValues(uniqueKey) {quote}  This is a performance killer.
1545,As far as the query shit i have no idea if solrdispatchfilter or whatever could/should do Thread.currentThread().setName(x) or whatever (and maybe restore after)
1546,BTW: This is one reason why I hate this autoboxing shit since Java 5. I would love to have a way to prevent it in code (forbidden checks should detect this somehow).
1547,Hmm that sucks.
1548,tricky shit man! I think I found the issue!
1549,Oh man ... it's a fucking precendence problem.
1550,Ugh well that sucks.
1551,I didn't know we needed to retain backwards config capability across 3.x to 4.x  :-(  That sucks and it'll make old code stick around longer.
1552,bq. this is solr's fault by having a getter that does some heavy duty xml shit.
1553,That sounds like some serious buck passing.
1554,This whole thing is very distressing to me.
1555,I think we all know it just sucks.
1556,though I disagree with a signficant amount of statements you madeI don't think we would ever come to agreement anyway.
1557,that's some freaky shit ...
1558,i could have sworn i clicked the other radio button
1559,I think you made mistakes in ivy.xml.
1560,This is where it gets confusing.
1561,If I can give you one advice on this one I'd say this: fuck Derby use H2 instead as the default embedded database.
1562,Of course it is.
1563,I am slightly confused by the above.
1564,Anyway created a patch ...
1565,Ah HA!
1566,or a log message?
1567,Until there is a general mechanism Hbase should do something.
1568,but there is no such limitation in the consistent algorithm behind ZK.
1569,It will be taken care as part of HADOOP-7642.
1570,The contribution archive.
1571,What is convenient for the user to download two archives to run the project (or install maven)?
1572,+1 for the docs in the SRC though.
1573,Okay Edward you haven't understood how it works.
1574,Maybe you know it better when I show you some code.
1575,If you want to have a binary sequencefile format then do this.
1576,What if you want to change this binary format?
1577,Do you want to recreate every file on the whole planet?
1578,You must take care about versioning then and that is because we need a proxy between the inputformat and our vertex API.
1579,Contributed by Vinay.
1580,Previously we are mainly focus on trunk failures.
1581,Yea I think it would be worth distinguishing between the reasons.
1582,Gimme a few mins to clean this up properly.
1583,Is the -put command returning non-0 to indicate failure?
1584,Is it by mistake?
1585,We should be assigning atleast 50% of it's capacity.
1586,pread I mentioned is FSInputStrea.read(long buf offset len).
1587,multiple pread invocations hitting contiguous byte ranges is quite tricky.
1588,I would have hopped that the URI(String) constructor would have decoded things properly (or encoded them as it happens to be here).
1589,Continue with stupid questions :)  Who is sponsor and mentor of project?
1590,So who should create mail lists bug databases etc.
1591,Fixed bug of <hr /> the siteinfo is always after the rest of the page now.
1592,batch transition to closed for remaining resolved bugs
1593,Hi Vincent  I wasn't aware of that.
1594,"We are all different"" Crowd ""I'm not"" Dissenter Monty Python's Life of Brian"
1595,"Turns out that Ubuntu dropped 32 bit support for 'whatever' in 12.04 and now you need to run ""sudo apt-get install ia32-libs"" in order to get older executables to run."
1596,I wonder why not so many people use Linux?
1597,On 2009-06-08 19:22:03.496 kjian commented: Localization data error.
1598,On 2009-06-08 19:22:40.967 kjian commented: Localization issue.
1599,Will close this as a dup.
1600,[rvollmar 3/27/07] There are two bugs that are causing backwards compatibility issues and I think the emails we've been exchanging have confused them.
1601,First an attempt is made to convert       * each argument.
1602,It is better to express such things in Java or in a query language that is designed for that.
1603,Why would I want to use XML when i can use the QBC API or HQL (HQL can be embedded in the XML remember) to express this stuff much more naturally?
1604,"In addition in the longterm we will all most likely be using annotations and the ""fetch group"" notion does *not* work with annotations."
1605,It's generally pretty straightforward but extensibility is not quite clear.
1606,I have changed one test to see what will happend if I set the pwdIdle to b > 0 and the test passes.
1607,What exactly is your configuration ?
1608,The more I think about the issue the more I find it critical.
1609,If we remove an entry while someone is doing a search the search will fail.
1610,Also we have some problem during replication just when we try to replicate some deletion and it might prefectly explain why we get those issues.
1611,(Ok as expected ...)  Waiting for a better log when you will have installed a new server build from 1.0-trunks then.
1612,What you can do is trying this request with a different browser when the server is suppose to hang and also try to do another request when the serveur is supposed to be hang to see if it's not a pb with the PDU length ( what I suspect is that when trying to decode this request the decoder is waiting for more bytes so wait ad vitam aeternam ...) I gonna try to implement the decoding of this PDU as a test case just to check.
1613,The search result entry requests does not return the correct DN because it use the internal representation (byte[]) instead of using the user provided value which contains escaped values.
1614,Here we have two options : 1) work with the internal value but escape all the special chars 2) work with the stored UP value.
1615,I think the bnest solution is (2) because the UP value is supposed to be valid - it has successfully been parsed when the first request arrived -.
1616,This will impact two parts : - searchResultEntry - all the response that contains a LdapResult and which returns a MatchedDN.
1617,I already have a fix for the first request but the question is : which version will integrate this modification ?
1618,any suggestion ?
1619,I just applied the patch ran tests.
1620,Then you might switch filter chains to ?
1621,However I don't see any failures.
1622,We need a proper JUnit test for this!
1623,Thanks for reviewing the patch Mamta!
1624,I've been trying to test a patched build with ibm 1.5. on iseries but have run into trouble: - OOM with suites.All.
1625,A second run (with 2048M) only got worse (sooner) OOM behavior and after that I had trouble getting rid of my processes - apparent hang with derbyall:lang/wisconsin.java.
1626,On rerun I let it go for 20 mins but apart from the database getting booted (derby.log) nothing at all showed up in any of the output files (i.e.
1627,.tmp was empty).
1628,During the 10.5.1.1 test cycle this test took about 5 mins (and passed).
1629,So the original problem appears addressed (as I said the 3 failing tests now pass) but I will investigate these behaviors and run on another type of machine just to be safe.
1630,I think I prefer this approach.
1631,I remember that rule for line breaking in Japanese was very different from that of English.
1632,In English sentence there exists space between words and that space tells where the line can be breaked.
1633,However Japanese sentence does not have such a useful space between words.
1634,As I knows only punctuation tells where the line can *not* be breaked.
1635,This may be well known problem in i18n in typography ....
1636,Can this be closed?
1637,derbynetmats had no failures.
1638,You can close this out.
1639,plz fix it properly till tomorrow Ort I'll close this for 0.4 again.
1640,What was the outcome of the discussion?
1641,Afair we settled on not implementing this as logging is hell anyway and we do not like to introduce just another logging framework.
1642,Also we would need to handle Serialisation which is _only_ implementable in a performant way if you know the underlying logging framework.
1643,I'll open one now so I don't forget.
1644,Think you could make a failing test case and/or patch to show the behaviour?
1645,But I could join them.
1646,For VMware we noticed that there are several places requiring cleanup of staging storage object which requires a generic approach to thoroughly fix them and cannot make it in 4.2.0.
1647,OK this solution sucks and since people are relying on these scripts instead of using tools like ant we need to give them the ability to upgrade these tools without having to create a new project.
1648,Any ideas?
1649,Why is it unsafe to share filter in SelectStatement for NQF?
1650,Looks like you need to report this to the high-scale-lib project.
1651,I thought that there are some common cases like tail and head caching or exclusion of columns that could be implemented.
1652,But never mind - maybe the proposed cache is all greatness.
1653,So to prevent a rude awakening for some users it might be cool to provide some means (config or whatever) that works similar as the current version.
1654,Or at least schedule this for a release which allows for a downgrade.
1655,Gotta show off the shinies first of course.
1656,So we convert Scanner back into an Iterator over a lazily fetched Slice subclass?
1657,Disagree.
1658,For *all* this protocols/endpoints Camel already offer consumers.
1659,Closing all 1.6.0 issues
1660,I'm very very keen on preserving backwards compatibility.
1661,The Calculator sample now works with SimpleAxisServer.
1662,Is there any documentation how to use axis2-wsdl2code-maven-plugin with jibx binding and how on hell you define  xmlns:tns from you binding file
1663,Do you think you can make us a minimal test case which demonstrates the problem?
1664,Please close AXIS-2271 if that patch is taken.
1665,This practice in general seems really confusing to me this bug is refed in the 1.5.0 release notes tagged in svn.
1666,I think all properties and permissions should be maintained.
1667,Well I'm not sure what was happening but I just upgraded to Spring 1.2 final and this issue does not happen anymore.
1668,It really *did* happen in an earlier version though....
1669,I disagree.
1670,The manual should provide sufficient insight into the important use cases.
1671,People tend to review javadoc when things don't go as expected or are unclear.
1672,In my case I wrote a custom filter fucked around with the configuration getting it to work which means you really have to get into it.
1673,etc.
1674,I reviewed javadoc but right or wrong I didn't come across this.
1675,Google was also strangely quiet.
1676,stupid autoresize option doesn't resize it correctly
1677,) - it should be in AJDT in a couple of days.
1678,I am sufficiently archaic as to have only a pre-ANSI-C K&R.
1679,You can put *expressions* separated by commas in a for even back then:    for (i=1 j=100 i<j i++ j--)  But I guess that the tweak to allow *declarations* there only has one.
1680,I was surprised to see this issue still getting so much commentary.
1681,"I'm going to jump back to Robert's initial pushback here:  ""1."
1682,I understand job execution creation needs to be atomic but I don't think it implies the whole logic around creating job execution must be handled by repository.
1683,Using technical tricks like automatically appending parameters to create unique JobInstance makes alarm bell ring - we should not be trying to do clever arbitrary things in classes that form the foundation of the framework.
1684,If job instance has a lifecycle that ends with first successful execution we should refuse to start the same job instance ever after.
1685,We described before that there are times that operators for whatever reason what's to restart a job with the same instance.
1686,It could be something as stupid as accidentally deleting the output file.
1687,So it's like getting a new copy.
1688,My bad.
1689,Same goes for fontSize and fontWeight and other font styles.
1690,But on the other hand I also think if the processor has to do this initialization activity (i.e.
1691,Yeah it helps though I was more questioning whether there's not already a boolean that keeps track of this but apparently not.
1692,Seems a bit restrictive to me that using rich:comboBox with s:convertEntity only displays entity IDs in the combo.
1693,"""rich:comboBox is not a select component by nature"" - so what is it then if it's not used for selecting stuff?"
1694,Guys this defect is 5 years old now.
1695,If it's a regression please open a new ticket.
1696,Yeah I didn't mean to imply that setting a null value was the problem which is why I changed my comment to denote the problem was actually in the federated connector.
1697,It appears to be a simple cast to the wrong type (from a copy/paste error during coding).
1698,I'll copy that into a LICENSE.txt file.
1699,The instructions are fine.
1700,Not sure how I got that all wrong.
1701,Note to self: Always check for platform-dependent behavior!
1702,I've tested with Ruby 1.8 Ruby 1.9 JRuby and even Rubinius but all on Linux.
1703,This lack of proper documentation on the standard Ruby API drives me mad.
1704,Should this be raised to Ruby core folks to get the clarification?
1705,Someone either needs to write a custom XSD and link it to the document or we need to disable validation for those examples pending another solution.
1706,This request is unclear.
1707,Why are you asking us for samples?
1708,I'm reopening the issue and Graeme will attach a new key which should be an OpenSSH SSH2-DSA key hopefully.
1709,Nobody is able to tell what will happen here if something does not work.
1710,Additionally... GroovyShell doesn't care about threading.
1711,And even if it would be who makes sure that the context loader at the time the shell was created is the same as the context loader at the time the shell is used?
1712,Can we even be sure that the thread is the same?
1713,Logic like that has nothing to do with GroovyShell in my eyes.
1714,If a threaded management is needed then a new class should be used that ensures the conditions are fulfilled.... that is at last that the context loader is unchanged.
1715,I know in your webapp this condition might be fulfilled but GroovyShell is not special to web applications.
1716,GroovyClassLoader does not know Groovy classes the parent *must* know them.
1717,Because of that the default parent is the same loader as the loader that loaded the class GroovyShell - this loader knows the groovy classes.
1718,Setting the context class loader would require a test if the context loader knows Groovy classes and if this class is the same as the expected loader... what do we do if that is not the case?
1719,Throw an exception?
1720,I don't want to put too much magic in the classloader structure because it becomes messy as hell in an instant.
1721,Maybe first see the results of the discussion at: http://www.nabble.com/Undocumenten-constraints---consistency-of-templates-td21863067.html
1722,I'll make that change and close the issue.
1723,Woo hoo!
1724,Why attach the page?
1725,In other words using the setGenerateImportedSchemas() setter or not obviously makes a difference and given the fact that your main XML schema imports/includes the other one I'd suggest that you change your code generation strategy.
1726,That's basically all I am saying.
1727,I know this is a closed issue but here goes anyway.
1728,First there are some backwards compatibility concerns.
1729,Clearly you don't understand the goals of Velocity or this is one hell of a humor piece.
1730,Is this according to the spec?
1731,Do I miss something there?
1732,Of course in the end I'm not the one you need to convince as I'm not a maintainer :)
1733,The ci server does not close issue only comments on them I closed this issue.
1734,This is a really cool idea but I don't think this is going to make it into TRUNK before the 0.4 branch gets cut.
1735,Duplicated here TAP5-1017
1736,Fixed in nightly build 20020623.
1737,The reason the tests weren't failing is because i was an idiot and hadn't configured the queryResultCache properly in the test configs.
1738,now that i've made the tests fail i can finally start trying to figure out why the tests fail.
1739,SOLR-5232: SolrCloud should distribute updates via streaming rather than buffering.
1740,Maybe instead of overlays try configuring maven-war-plugin {{<packagingExcludes>}}: http://maven.apache.org/plugins/maven-war-plugin/examples/skinny-wars.html
1741,I wonder if we could do some sort of auto-detect  I'll poke -- getStream().mark()/reset() can probably work for XML/JSON but it may break things for javabin
1742,Erick   First of all anyone upgrading should examine CHANGES.txt which would certainly have a note on this explicitly in the upgrading section of that document.
1743,Secondly most point-release upgrades people do are ones in which the config stays the same.
1744,Thirdly the scenario you present in which someone copies a subset of their 3.5 schema would only error if that person ALSO chose to omit the defaultSearchField declaration -- but why would they do that?
1745,"Besides I don't think there should be any expectation of ""it'll just work"" if you copy some arbitrary subset of an old schema into a new example config."
1746,If that's true it'd be nice if we had a standard way to annotate such code so we can methodically remove the old stuff.
1747,"""@deprecated"" isn't enough because it's just at the method/class level not an internal if branch."
1748,{quote} you lost me there ... they can use the exact same configs ??? that's kind of the point: testing the exact example configs as we ship them (with <lib/> declarations that point at dirs which may or may not contain jars depending on what contribs are built and request handler / response writer declarations configured that use lazyloading to dynamic load things as needed.
1749,Ah - i jumped the gun on you.
1750,This has been the history of Lucene and the thing about the project that I admired most - heavy hands where checked at the door.
1751,I'm no angel and I'm not perfect about this myself.
1752,But I still try and police it because I think its important.
1753,My personal beef in this issue is not with that though - I simply am very offended by heavy handed reverts and such.
1754,I feel the same way about JIRA.
1755,Words before action in my book - many words - hard as that can be for all of us sometimes.
1756,explanation on SM-623
1757,Should this issue be closed?
1758,Didn't we just do this a month ago?
1759,Thus the case is closed as non-reproducible.
1760,The included things (usually chars or tokens) in the span are represented here as an interval and the end point is excluded.
1761,Have a look here: https://en.wikipedia.org/wiki/Interval_(mathematics)#Excluding_the_endpoints
1762,If the dictionary were created with the flag to true then all entries would use a case sensitive comparison.
1763,This JIRA will be closed.
1764,I think this is the third one you created in the same day?
1765,Looks good to me.  Mike
1766,Committed to trunk. Thanks Sergey!
1767,Committed to trunk. Thanks Prasanth!
1768,Thank you for the patch Xuefu! I have committed it to trunk!
1769,Committed to trunk. Thanks Teddy!
1770,Committed to trunk. Thanks Sushanth!
1771,Committed to trunk. Thanks Sushanth!
1772,Committed to trunk. Thanks Navis! [~thejas] I will recommend inclusion of this bug fix in 0.12 as well.
1773,Committed to trunk. Thanks Harish!
1774,Committed to trunk. Thanks Harish!
1775,I see you rebased the patch thanks a lot.
1776,Committed to branch. Thanks Remus!
1777,Committed to trunk. Thanks Gunther!
1778,Committed. Thanks Gang Tim Liu
1779,Committed. Thanks Navis
1780,Committed to trunk. Thanks Thejas!
1781,Committed. Thanks Jarek
1782,Hi  Thanks! Too be honest I haven't looked at noop much. It was just used in the original patch. I'look at your updated patch and see what more work needs to be done.
1783,Committed to trunk and 0.9 branch. Thanks Arup!
1784,[~shreepadma] thank you for working on it.   Do you have plan when you submit a patch? I know it takes efforts to code and test in 4 different types of databases.   Would you please release mysql version first? Then file a jira to follow up Postgres/Oracle/Derby. Just a suggestion for fast release but up to you to decide.   thanks a lot again Tim
1785,+1 Thanks Sambavi
1786,Committed to trunk. Thanks Prasad!
1787,Committed thanks Jingwei.
1788,Committed thanks Sambavi.
1789,Committed thanks Maheshwaran.
1790,Committed. Thanks Tim
1791,Committed thanks Namit.
1792,Committed to trunk. Thanks Tim!
1793,Committed to trunk. Thanks Francis!
1794,Committed. Thanks Robert!
1795,committed thanks Xiao Li!
