ID,Polarity,Text
1751,0,I'm no angel and I'm not perfect about this myself.
1752,0,But I still try and police it because I think its important.
1753,0,My personal beef in this issue is not with that though - I simply am very offended by heavy handed reverts and such.
1754,0,I feel the same way about JIRA.
1755,0,Words before action in my book - many words - hard as that can be for all of us sometimes.
1756,0,explanation on SM-623
1757,0,Should this issue be closed?
1758,0,Didn't we just do this a month ago?
1759,0,Thus the case is closed as non-reproducible.
1760,0,The included things (usually chars or tokens) in the span are represented here as an interval and the end point is excluded.
1761,0,Have a look here: https://en.wikipedia.org/wiki/Interval_(mathematics)#Excluding_the_endpoints
1762,0,If the dictionary were created with the flag to true then all entries would use a case sensitive comparison.
1763,0,This JIRA will be closed.
1764,0,I think this is the third one you created in the same day?
1765,1,Looks good to me.  Mike
1766,1,Committed to trunk. Thanks Sergey!
1767,1,Committed to trunk. Thanks Prasanth!
1768,1,Thank you for the patch Xuefu! I have committed it to trunk!
1769,1,Committed to trunk. Thanks Teddy!
1770,1,Committed to trunk. Thanks Sushanth!
1771,1,Committed to trunk. Thanks Sushanth!
1772,1,Committed to trunk. Thanks Navis! [~thejas] I will recommend inclusion of this bug fix in 0.12 as well.
1773,1,Committed to trunk. Thanks Harish!
1774,1,Committed to trunk. Thanks Harish!
1775,1,I see you rebased the patch thanks a lot.
1776,1,Committed to branch. Thanks Remus!
1777,1,Committed to trunk. Thanks Gunther!
1778,1,Committed. Thanks Gang Tim Liu
1779,1,Committed. Thanks Navis
1780,1,Committed to trunk. Thanks Thejas!
1781,1,Committed. Thanks Jarek
1782,1,Hi  Thanks! Too be honest I haven't looked at noop much. It was just used in the original patch. I'look at your updated patch and see what more work needs to be done.
1783,1,Committed to trunk and 0.9 branch. Thanks Arup!
1784,1,[~shreepadma] thank you for working on it.   Do you have plan when you submit a patch? I know it takes efforts to code and test in 4 different types of databases.   Would you please release mysql version first? Then file a jira to follow up Postgres/Oracle/Derby. Just a suggestion for fast release but up to you to decide.   thanks a lot again Tim
1785,1,+1 Thanks Sambavi
1786,1,Committed to trunk. Thanks Prasad!
1787,1,Committed thanks Jingwei.
1788,1,Committed thanks Sambavi.
1789,1,Committed thanks Maheshwaran.
1790,1,Committed. Thanks Tim
1791,1,Committed thanks Namit.
1792,1,Committed to trunk. Thanks Tim!
1793,1,Committed to trunk. Thanks Francis!
1794,1,Committed. Thanks Robert!
1795,1,committed thanks Xiao Li!
1796,1,Passed tests and committed to trunk.  Thanks Charles!
1797,1,Committed. Thanks Kevin!
1798,1,Committed and was my first commit. Thanks to all.
1799,1,siying can you rebase this patch? thanks!
1800,1,----------------------------------------------------------- This is an automatically generated e-mail. To reply visit: https://reviews.apache.org/r/898/ -----------------------------------------------------------  (Updated 2011-06-15 20:24:15.631412)   Review request for hive.   Changes -------  address Ning's comments. Did the minimum change and the performance is acceptable. We can try to remove empty path check if in future we see the latency is not good.   Summary -------  speedup addInputPaths   This addresses bug HIVE-2218.     https://issues.apache.org/jira/browse/HIVE-2218   Diffs (updated) -----    trunk/ql/src/java/org/apache/hadoop/hive/ql/exec/ExecDriver.java 1135335    trunk/ql/src/java/org/apache/hadoop/hive/ql/io/CombineHiveInputFormat.java 1135335   Diff: https://reviews.apache.org/r/898/diff   Testing -------  yes.   Thanks  Yongqiang
1801,1,Committed thanks Jiayan!
1802,1,Committed. Thanks Ning
1803,1,+1 Patch looks good
1804,1,Committed! Thanks Namit!
1805,1,Committed! Thanks Liyin!
1806,1,Committed. Thanks Yongqiang
1807,1,Committed. Thanks Siying
1808,1,committed to trunk. thanks Ning.
1809,1,Committed. Thanks Ashish!
1810,1,Committed. Thanks Namit!
1811,1,Committed. Thanks Ning
1812,1,Committed. Thanks Yuntao!
1813,1,Committed. Thanks Zheng!
1814,1,Committed. Thanks Namit!
1815,1,Committed. Thanks Namit.
1816,1,Thanks Zheng!
1817,1,+1  looks good - will commit if the tests pass
1818,1,Hi   Iâm trying to use hive performance benchmark. I read README file and followed step by step and finally I reached to the  data generation part. Teragen has no problem but I face a problem with htmlgen.  I configured something to my own cluster (40 VMs) and launched generateData.py  but it never finished! I launched it about 10 hours ago..  So I modified UserVisits and Rankings in config.txt to be smaller but it was also failed. Even it consumed very little resources when I saw 'top' information in the ubuntu.  Have you guys ever met this kinds of problems?  And if you have how did you solve this problem?  Thank you so much
1819,1,Committed. Thanks a lot very much Ashish!!
1820,1,Committed. Thanks Yongqiang
1821,1,committed! to branch hadoop-eclipse-merge. Thanks Srimanth.
1822,1,+1 patch looks good.  The checkstyle.xml is specified in hadoop-project-dist/pom.xml .
1823,1,Thanks Uma for looking at the Jira. I think it should work fine with BPOfferService#registrationSucceeded(..) synchronized. Will post a patch soon after verifying it.
1824,1,the patch looks good to me aside from the lack of unit tests.
1825,1,+1 patch looks good.
1826,1,+1 patch looks good.  This cleans up a lot of code.
1827,1,Thanks a lot for the review Todd.  The test failure is unrelated and is already tracked by another JIRA. I'm going to commit this momentarily.
1828,1,I have committed the patch to trunk branch-2 and branch-2.0.4-alpha. Thanks you Jagane!
1829,1,I've just committed this to trunk and branch-2. Thanks a lot for the reviews/testing Chris and Todd.
1830,1,I've just committed this to the HDFS-347 branch.  Thanks a lot for the contribution Colin.
1831,1,The patch looks good to me. Some minors:  1. javadoc for two getINode() in SnapshotDiffList.java  2. We have DirectoryDiff ChildrenDiff Diff SnapshotDiff this is a little bit hard to follow. How about some renaming like SnapshotDiffForDirectory SnapshotDiffForFile?  3. SnapshotDiff#combinePosterior(final D posterior final BlocksMapUpdateInfo collectedBlocks)    can be renamed to deletePosterior or combineAndDeletePosterior so as to distinguish with Diff#combinePosterior?
1832,1,"""The latest patch looks pretty good to me. Two small nits +1 once these are addressed: # Generally in the Hadoop codebase we put the """"@Test"""" annotation right above the method declaration below the method comment: {code} +  @Test +  /* +   * test #toString() for typical VolumeId equality classes +   */ {code} # In the class declaration of INVALID_VOLUME_ID I recommend putting a blank line between the methods being declared there.  Thanks a lot for improving the test coverage in this area of the code Ivan and thanks a lot to Andrew for your reviews of these patches."""
1833,1,That sounds good. New patch uploaded.
1834,1,+1 patch looks good.
1835,1,Thanks to Todd and Colin for the suggestions this is much cleaner.  I'm still looking for pointers on where to go for my Checksum byte-wrangling (now in FSEditLogOp#getRawChecksum).
1836,1,Thanks a lot for the review Todd. I've just committed this to the HDFS-3077 branch.
1837,1,Thanks Kihwal!
1838,1,The patch looks pretty good to me. One question for you though: does loosening this check for the QJM case not unnecessarily weaken the check in the non-QJM case?
1839,1,The patch looks good to me. +1 pending Jenkins.
1840,1,I have committed this.  Thanks Junping!
1841,1,+1 Looks good I will commit this patch.
1842,1,+1 patch looks good.  I have committed this.
1843,1,"""Hi Ivan  Thanks a lot for the patch. Few comments.  1)  Patch does not apply cleanly. many Hunk failure while applying patch.  {noformat} Hunk #13 FAILED at 264. Hunk #14 FAILED at 281. Hunk #15 FAILED at 293. Hunk #16 FAILED at 309. Hunk #17 FAILED at 332. Hunk #18 FAILED at 345. Hunk #19 FAILED at 362. Hunk #20 FAILED at 372. Hunk #21 FAILED at 395. {noformat}  Could you please regenerate on the correct trunk code base?  2) TestBookKeeperHACheckpoints.java:   {code} conf.set(DFSConfigKeys.DFS_NAMENODE_SHARED_EDITS_DIR_KEY +             BKJMUtil.createJournalURI(""""/checkpointing"""" + journalCount++) +             .toString())"""
1844,1,Looks very good. +1
1845,1,+1 looks good. As for the naming: [JIRA].patch stands for trunk patch IMO. Any branch designations can be add as qualifiers. Thanks
1846,1,+1 Thanks Harsh the patch looks good.  > Also might it be reasonable to mark just isInSafeMode @InterfaceStability.Stable?  Since this is a new API we are not sure if want to change it.  Let's leave it as-is for the moment.
1847,1,Thanks for reviewing Suresh. Committed to trunk.
1848,1,I just committed this to trunk. Thank you Uma.  The patch does not apply to 0.23 branch any more. I recommend it for back porting.
1849,1,Thanks a lot for fixing those issues Alejandro. I re-ran all the tests I ran last night and everything worked great.  Additionally I tried out test-patch.sh which seemed to work flawlessly.  +1 patch looks good to me.
1850,1,Committed to branch thanks Eli
1851,1,Thanks a ton for your review Todd. Here's an updated patch which addresses all of your comments except the following.  bq. In EditLogFileInputStream why do we need to pass isInProgress as a boolean? If it's in-progress that means we don't know the lastTxId so it would be INVALID_TXID right? So we can implement isInProgress() by just comparing lastTxId.  Because in the case of pre-transactional ELFIS we pass in INVALID_TXID even though the log is not yet in progress.  I'm still working on producing an updated patch which also adds testing for the pending DN message queues.
1852,1,Great I think we are all on the same page then! We'll move forward down this route. Thanks for taking a look.
1853,1,I have committed this.  Thanks CW!
1854,1,I have committed the patch for trunk.  Thanks Tanping!
1855,1,+1  Looks good to me!
1856,1,"""Hi Hairong the speedups you measured with this patch are very impressive.  It would be great to have it included in the system.  The patch still applied successfully to current trunk when I tried it.  So can you please go ahead and """"submit patch"""" so we see how it does with test-patch?  And I'll review it and try to get someone else to also.  Thanks!"""
1857,1,+1 patch looks good. Please submit the patch for verification so it can be committed into the trunk and merged all the way back. Thanks.
1858,1,I've just committed this. Thanks Edwin!
1859,1,Looks good.  +1 pending Hudson.
1860,1,+1 patch looks good.
1861,1,Committed to trunk and branch-0.4. Thanks Rohini.
1862,1,+1 looks good.  I'll commit once HCATALOG-239 is in.
1863,1,Committed to trunk. Thanks Enis!
1864,1,Integrated into trunk and 0.96. Thanks.
1865,1,+1 on cursory review.  I like the cleanup and the tightening checking target servername too before going ahead w/ op.
1866,1,Thanks
1867,1,Jean-Marc can you review it? Thanks.
1868,1,I've committed this to 0.940.95 and trunk. Thanks for the patch gautam.
1869,1,Hi Ted Matteo  Thanks for the review.  The commands.rb has some existing logic that tries to 'rescue' some exceptions. It will get more and more difficult to keep it generic artificially as we evolve and add more ... The approach to expand (instead of shrink) this logic is not a bad or ugly one ...  But your suggested solution is fine.
1870,1,Looks like the 0.95 issues are timeout related...should be good to go.
1871,1,+1 for 0.95. Thanks.
1872,1,trunk and 0.95.  Thanks for the review JD.
1873,1,committed to 0.94 0.95 and trunk  Thanks Jerry for the patch and Stack for the review!
1874,1,Committed this. Thanks.
1875,1,I'm +1 on this patch for trunk and 0.95 after looking at latest version -- thanks for addressing the review -- and given you fellas are running it.  Let me retry hadoopqa to see if the above fails are just sporadic.
1876,1,hi. Ping? :)
1877,1,Integrated to 0.94  Thanks for the backport Jeff.  Thanks for the review Lars.
1878,-1,What the hell?!
1879,-1,(Do nothing): Are you serious about that?
1880,-1,"@Oleg please accept that my ""logical"" is different from your ""logical""."
1881,-1,So I'm fine with your logic but given that I don't understand it please don't get upset when I ask questions on how I have to use it.
1882,-1,This was my bad.
1883,-1,The rest are *totally* unrelated.
1884,-1,Oh fuck :-) Sorry. Not my day more beer needed!
1885,-1,"Sorry I guess I'm against ""never computing this shit""... because you guys think returning NaN is ok."
1886,-1,if you want to make these optimizations fix the APIs so its intuitive otherwise no way.
1887,-1,who the fuck is asking for scores but not the max score and why does their insanely specialized use case justify all these booleans on a central lucene class.
1888,-1,I don't care about code duplication here.
1889,-1,We should not invoke the global synced fieldnumbers shit for every element only when the setting actually changes
1890,-1,I disagree... and I guess I'm willing to go to bat for this.
1891,-1,HOLY SHIT!
1892,-1,I think the comments here are a bad sign... I sent us down an unfortunate slippery slope  we are a search engine library!  don't put shit in the index directory! or we will delete your shit. dead simple.
1893,-1,I wholeheartedly agree this API is confusing as hell.
1894,-1,Not only it's the first one in my life I'm seeing multiple ways of closing the same thing it also conceals programming errors.
1895,-1,Sucks to rush a commit when an issue is under discussion.
1896,-1,I'm against such heavy committing myself without some consensus to do so.
1897,-1,I'm confused.
1898,-1,> I hated that aspect of working for commercial companies.
1899,-1,My bad.
1900,-1,My bad.
1901,-1,Igor is an idiot and we *do* need gmake.
1902,-1,Shit I missed a cast.
1903,-1,But even if it wasn't it would be totally worthless where it is at.
1904,-1,This is clearly bad webserver behaviour.
1905,-1,Forget what I made(D8067).
1906,-1,PreCommit-HDFS-Build is stuck.
1907,-1,So it is stuck somewhere.
1908,-1,I don't want one-offs like this to become lost and forgotten.
1909,-1,But now that I think about it it may crap out when coming back to read even on a recovered file.
1910,-1,@Matt... I'm an idiot I used the wrong patch. Sigh.
1911,-1,I'm however very interested in this feature as it is essential to me.
1912,-1,bq. this is solr's fault by having a getter that does some heavy duty xml shit.
1913,-1,Holy complicated-as-shit-algorithm Batman!  The complexity of our implementation vs the complexity of what we're actually doing is starting to worry me here.
1914,-1,It also happens at the very startup after he has loaded only 3 sstables (hence DataTracker likely have 3 sstables not a shit load).
1915,-1,Shit my bad. The posted patch is from a completely wrong branch of my git repo - I had not realized I ran the test-patch against a branch not branch-1.
1916,-1,(In this particular case Hoss clearly intended to use the no-no word as an intensifier and not to stir shit.)
1917,-1,Maybe only one of us should play lawyer and the other one play engineer.
1918,-1,I used to be the latter but then I went to law school and got a degree in this shit.
1919,-1,Then to make matters worse since the mid-1990's I've been offering pro bono advice to non-profit foundations whose members insult me regularly and assume I'm an amateur.
1920,-1,Someone but I'm not sure who owes me a public apology here.  /Larry
1921,-1,"Shit there is an dependency. Please go to Preferences -> LDAP -> Entry Editor and enable the option ""Show operational attributes""."
1922,-1,that's bad Content-Type from gSOAP.
1923,-1,Pull it back in if you think different.
1924,-1,Hmm ... this is quite bad.
1925,-1,You are messing down deep below hbase in dfs.
1926,-1,Damn it sry lost the orientation.
1927,-1,Oh my stupid:)
1928,-1,oh ...geez I'm an idiot.
1929,-1,@jira - I wish you didn't suck so much.
1930,-1,Indeed that would be VERY bad design.
1931,-1,My bad.
1932,-1,(How bad is this?
1933,-1,I'm confused.
1934,-1,This is pretty trivial.
1935,-1,Of course it could...  :-)  DOH!
1936,-1,Then you're pretty well screwed.
1937,-1,Damn Chuck is scary.
1938,-1,This is bad.
1939,-1,Well that sucks.
1940,-1,Bad memory.
1941,-1,"The state stuck at ""Allocated state"" It is a dup of 3788."
1942,-1,This is a pretty awful bug.
1943,-1,Replaced patch with fix to catch more bad variables
1944,-1,Does this suck?
1945,-1,Of course StrFieldSource is a private class  No it's not.
1946,-1,CSS is really confusing sometimes.
1947,-1,Django is a fullstack framework Click is not.
1948,-1,My bad.
1949,-1,Credit of course goes to Dick.
1950,-1,It seems really confusing.
1951,-1,+1 for this: my bad.
1952,-1,Hell or high water.
1953,-1,-1 to jar hell.
1954,-1,That would suck.
1955,-1,If so a test that succeeds with errors is confusing as hell...
1956,-1,If the different segments are somewhat homogeneous then these stats should pretty much be very close anyway.
1957,0,Hi Amardeep  Are we sure that this does not introduce any side effects regressions?
1958,0,Hi Jacques  The http*.jar are Release 4.0.
1959,0,So now I have convert again all the head3 to h3 and now seams to me better.
1960,0,hi charlie  if you request this feature for myfaces-core (the jsf impl itself) you have to file the issue at https://issues.apache.org/jira/browse/MYFACES  regards gerhard
1961,0,A message is already logged.
1962,0,Continue processing is the right way i think.
1963,0,@ 1.
1964,0,It's a feature which seems to be enabled by default.
1965,0,Its implemented in a normal release.
1966,0,@2.
1967,0,That would be a improvement in trinidad but that doesn't solve the core problem in MyFaces.
1968,0,@3.
1969,0,I will make the change for 2.2.
1970,0,That's why I need to ask questions now when I want to understand the current logic (as it is not logical for me).
1971,0,If I put my hands in the code to fix stuff myself I will probably introduce something that is illogical for you (e.g.
1972,0,"the logical solution to me was to add the methods to the interface) so I guess I did the right thing opening this bug and asking for your opinion and I can't accept your ""for the sake of sweet Jesus"" in reply."
1973,0,In many ways I think that the support for 3rd part performance and health monitoring is already there.
1974,0,5% seems pretty low.
1975,0,We can use a BlockingQueue to make the patch simpler
1976,0,I think we should distinguish between the two
1977,0,{quote} viewColumn v.s.
1978,0,{quote}  Neither of these produce a copy.
1979,0,it's not a merge setting and I think it's rather confusing today since we take the merge setting and use it for indexing.
1980,0,More tomorrow.
1981,0,Same for the settings.xml with cleartext password (this caused my initial 401 problem no way in hell im leaving such a thing around on my computer).
1982,0,Maybe ant could read the password like it does for GPG and handle this for us?
1983,0,Thats why I think its good to keep them (of course as short and minimal as possible).
1984,0,I think if you use either LogDoc/ByteSizeMergePolicy forceMerge also does what it says.
1985,0,{quote}  I fail to see why that is a bad thing if we're looking at the rare scenario of having to postpone the sorting decision to search time.
1986,0,If we're so bent on backcompat I suggest deprecating one of these methods now and removing it in next major release.
1987,0,The patch also removes FreqProxMergeState because we don't have to interleave posting lists from different threads anymore of course.
1988,0,The patch also removes FreqProxMergeState because we don't have to interleave posting lists from different threads anymore of course.
1989,0,Easy to say we can come back to this easy not to.
1990,0,ConstantScoreQuery and FilterQuery need to AND the filters   together.
1991,0,It uses a parallel benchmark that roughly models what our real-life benchmark is like.
1992,0,Too bad we don't have the power to do that... -)  Here's what I think should be happening:  Internally absolutely everything should be handled UTF-8 for consistency's sake.
1993,0,Nobody has any permissions unless explicitly granted.
1994,0,While I am not a spokesperson for my employer by my assessment their interests are aligned with mine -- they sponsor my work and as a consumer of the products that I contribute to it would be bad for them if their investment were to be harmed.
1995,0,and close this issue ?
1996,0,How should integer division work for decimals and floating point?
1997,0,e.g.
1998,0,should the following be true?
1999,0,4.5 quotient 1.5 => 3 5.9 quotient 1.5 => 3
2000,0,"OFFSET X LIMIT N  (slice X _   (top (N ...)     (...)   ))  that is put a slice over the ""top"" and apply the top to N+X."
2001,0,I will make the change.
2002,0,I think I would be happy with a process where a weinre build is kicked off for every commit to master.
2003,0,Hi  Could u please change the moderator of this list to Davanum Srinivas : dims@apache.org  Chamikara
2004,0,"Okay ""unfortunately"" nothing  abnormal there."
2005,0,Otherwise the constant will be converted   to DOUBLE.
2006,0,{quote} Dear Azuryy Yu  This message acknowledges receipt of your ICLA which has been filed in the Apache Software Foundation records.
2007,0,Contributed by Ashish Singhi.
2008,0,It will be taken care as part of HADOOP-7642.
2009,0,I think the rename should follow the same pattern.
2010,0,If so make the formatting same as it is for rest of codebase on commit?
2011,0,Neither is the rest of this.
2012,0,I'll make an updated patch.
2013,0,I think this is what caught me the first time I tried this
2014,0,I'm going to close this out.
2015,0,Marvin I've clogged these lists too often today so I'll just say this to you.
2016,0,Under copyright law there are several potential kinds of damages one can obtain for infringement.
2017,0,The only forms of damage that make practical litigation sense in the FOSS world are *statutory damages* and *attorney's fees*.
2018,0,To obtain those kinds of damages a copyright notice is required.
2019,0,(There are other requirements for these types of damages also all described in 17 USC 401 et seq.) OTOH if you want to waste your time proving *actual infringement damages* for free software don't bother with a notice but also don't bother trying to find an attorney to argue your case.
2020,0,Forgot to close
2021,0,I forgot to resolve this bug.
2022,0,I think there is enough there to close the issue.
2023,0,sigh.
2024,0,CASE_SENSITIVE boolean=> TRUE    9.
2025,0,Ummm did you forget to annex the patch Toby?
2026,0,You cannot load classes from a bundle after the framework shuts down.
2027,0,Of course none that should really matter .
2028,0,Of course this means that I can't compile/build the code using AxisRC3.
2029,0,Clearly one Visitor interface just can't satisfy everyone.
2030,0,This is going to be a big performance hit.
2031,0,Committing shortly.
2032,0,Any objections to committing the security.rb part from the trunk patch to the 0.95 branch now?
2033,0,Like skip.jar.loading= true once ---> Proposed behaviour.
2034,0,Is not really needed I guess.
2035,0,Then what's the story for code reuse for different flushers.
2036,0,"""else { this.services.getAssignmentManager().assign(e.getKey() true) }"" is called for another assignment."
2037,0,OK.
2038,0,It is ok for goog.requires to be missing.
2039,0,It is not ok for the interface reference not be fully qualified.
2040,0,OK done added some more javadocs as well.
2041,0,) then I'm ok with that as well.
2042,0,Ok.
2043,0,OK to commit to 1.4.4
2044,0,"Also I find the name ""stillGoodJournals"" confusing because when a journal was found to be bad in the ""// do the sync"" block it isn't removed from the ""stillGoodJournals"" list."
2045,0,With balancer initialy at true: {code} hbase@node3:~/hbase-0.94.3$ bin/graceful_stop.sh --restart --reload --debug node6 Disabling balancer!
2046,0,I just hope it does wait forever on sockets or anything stupid like that...  but we'll see.
2047,0,Unrelated should the PBImpls be moved from yarn-api to yarn-common (They're private anyway).
2048,0,Unrelated should ApplcaitionTokenIdentifer be renamed to something like AMTokenIdentifier ?
2049,0,This also seems pretty reproducible.
2050,0,if (!jj_semLA || jj_3R_60()) return true     if (jj_3R_61()) return true     return false   }  The simple fix could be to wrap the lookingAhead assignment  after the call within finally block.
2051,0,The true   usages are found in calls to executeSubstatement now.
2052,0,But even if it wasn't it would be totally worthless where it is at.
2053,0,@filipe I forgot the case where includes are in include/js (or mozjs).
2054,0,"audit warning seems to be due to ""hadoop-hdfs-project/hadoop-hdfs-httpfs/dev-support/findbugsExcludeFile.xml""   javadoc warnings also seem to be unrelated."
2055,0,But if the expression isgraph(wctob(wc)) evaluates to true (which cannot occur for wc == L' ' of course) then either iswgraph(wc) or iswprint(wc) && iswspace(wc) is true but not both.
2056,0,If that's not true then you can pretty much ignore everything in this particular comment...
2057,0,It just depends upon how smart the plug in framework and the actual plug in is.
2058,0,Plus of course you don't have to hardcode the name of the jarfile.
2059,0,Currently we just assume it might be a laggard and thus isSlowTracker() will return true.
2060,0,Rajith: This is actually not true.
2061,0,@ Thomas  Your framework is available?
2062,0,The latest  patch for SimpleURIResolver and resolver framework.
2063,0,Matt what's the cut-off date for providing a patch?
2064,0,br Matt
2065,0,*.. info.ftl might have confused you :)  Divesh
2066,0,> I'm confused.
2067,0,Pretty fancy.
2068,0,Though it is still a possibility it is pretty corner-case.
2069,0,I think there were a mistake.
2070,0,Of course this is debatable.
2071,0,Of course I have en_US for my locale.
2072,0,For testing purposes of course...
2073,0,True enough....
2074,0,"This is also true for ""ACCT"" ""MLSD"" ""OPTS"" and ""REIN"""
2075,0,That is not true.
2076,0,Default is true.
2077,0,"Therefore Visa.matches() will now return ""true"" for Mastercards too."
2078,0,Yes that's true.
2079,0,True.
2080,0,Definitely true!
2081,0,Pull it back in if you think different.
2082,0,But that's of course completely unrelated to your patch.
2083,0,duplication of such a small amount of trivial code is far less evil than yet another dependency.
2084,0,"This might be a stupid comment but shouldn't ""keyDerivationeterceptor"" be ""keyDerivationInterceptor""?"
2085,0,HttpClient stock code is JDK 1.2 compatible (hell 1.2 is old).
2086,0,The first step is of course selling us through our site.
2087,0,Brandon's pretty confident but I'd rather not cram it into a minor release just in case there's something we missed.
2088,0,I encounter the same NullPointerException in the 4.1.0 source code release but currently I don't have a git 4.1 environment to verify it.
2089,0,Matt are you still working on this?
2090,0,But in any case please keep things simple and stupid :)
2091,0,James I think it is time to do some of the tasks that you have outlined and I'm willing to do the work.
2092,0,I'm fairly convinced that signing is the only way to go without turning the knobs so far up that the AM is pretty useless (no images!
2093,0,Start an app with all network connections off and try to do a console.log(navigator.onLine) and it will return true.
2094,0,Please do not forget about adding the ASL header to all new classes.
2095,0,Matt
2096,0,Matt
2097,0,I will take this into account of course.
2098,0,Ah of course.
2099,0,"Are there other parts of your app that interact with or manipulate the ""course"" bean or its ""labKits"" collection?"
2100,0,The name for all of them was thus pretty obvious except for engine.evaluate(...) and #evaluate(...).
2101,0,Must have been confused.
2102,0,Of course that would be a separate bug...
2103,0,Of course I meant 2.1.8 beta not 2.1.8 dev.
2104,0,This seems backward to me (but of course I'm no expert in this area).
2105,0,Specially the framework.
2106,0,This may fit for Pregel but not for our Framework since our communication is much more expensive.
2107,0,Patch is pretty trivial but gives +15% on MT/SerialBench on 2-core Core2.
2108,0,OK works for me.
2109,0,Please re-open if I'm confused.
2110,0,I must admit I'm a little confused by this one.
2111,0,You mixing fd and HostComparator confused me.
2112,0,Otherwise the HTable and the HConnection will get very confused.
2113,0,Of course there is no NotNullException.
2114,0,of course it could be built on the fly...
2115,0,Of course this only applies if someone where to finish 831 and it where accepted...
2116,0,Of course if you're writing your own serializer it's your responsiblity to deal  with this appropriately.
2117,0,After a while that .api package will get pretty crowded too.
2118,0,I will post a new patch pretty soon.
2119,0,Framework translations in rev 701679.
2120,0,How about a slightly different take?
2121,0,Damn copy/paste programming.
2122,0,Pretty impressive.
2123,0,If so that's a pretty bad admin experience.
2124,0,It seems pretty reliable.
2125,0,I think the ability to hotswap a valve or even an entire pipeline real-time is pretty damn kewl!
2126,0,Well your static analysis seems pretty persuasive to me.
2127,0,What mocking framework should be used for the webui?
2128,0,The framework is incomplete without it.
2129,0,In revision 1064741 the framework is functional and activated for the enhancer.
2130,0,At least it was intuitive for me and I am pretty new to all this.
2131,0,Is there a way to stop the hbase with the regionserver dead?
2132,0,If I am not wrong the follower that is stuck never accepts the leadership of the Leader in the ensemble because it is an established ensemble and it sees no quorum in it.
2133,0,The 0.95 branch is dead and defunct.
2134,0,I'm assuming it's bytes since the variables are named 'buf' as opposed to the 'str' names used in the protocol APIs but want to double-check.
2135,0,But I didn't get any memory errors.
2136,0,It was confusing for me too.
2137,0,Hmmm... confusing.
2138,0,Doing things based on an organizationPartyId associated with the user is BAD BAD BAD and basically kills the multi-organization support in OFBiz.
2139,0,I deleted the original attached files because they contain company informations that I'm not allowed to disclose.
2140,0,So I'm totally +1 for the HBASE-8723 patch.
2141,0,The verification of state over in timeout monitor before acting is another aspect?
2142,0,The number of failed tests is pretty high compared to last time's performance (67 bad vs 3 last time).
2143,0,Too late I'm away to bed and have lost concentration.
2144,0,Converting to a double[ ] is where the precision is lost.
2145,0,"And PayloadTermQuery lost an ""if (includeSpanScore)""?"
2146,0,I'll have to bisect the revision since when it is broken and this could take some time.
2147,0,The CDE is using the base UIMA framework to get the metadata.
2148,0,However I'd be interested if later this functionality can also be used by ServiceMix i.e.
2149,0,It's named .gitignore which may be confusing.
2150,0,The original replica of RUR may in finalized state.
2151,0,I just noticed that!)
2152,0,volatile prevents the variables from being cached in the registers and creates a memory barrier so that's not that surprising to see an impact on the performances.
2153,0,The Felix framework does not support exporting/importing the default package.
2154,0,Yep my bad too - I didn't look and was just guessing at what the problem was.
2155,0,"- the computedHashCode() didn't use the a single ""qualifier"" now it does."
2156,0,"Even during the full-blown ""validation"" of the descriptors (done just before ""saving"") the CDE is invoking the base UIMA framework in  special mode to prevent instantiation."
2157,0,Move startTime from DecommingStatus to DatanodeDescriptor so startTime could be used to represent either decommissioning or dead start time 2.
2158,0,once this error occurs the route cannot be used any more.
2159,0,However controller passing live brokers minus shutting down brokers as live leaders in the LeaderAndIsrRequest sounds like a premature optimization and a bug.
2160,0,The memory stream transformation core-dump was the same case (rb_tree - erase).
2161,0,However the statement still performs a full scan of SUMMA_RECORDS which sounds sub-optimal.
2162,0,> Actually I just noticed something when trying to commit.
2163,0,Wicket 6 now features an experimental module that integrates the Atmosphere framework (wicket-atmosphere).
2164,0,Then the algorithm gets lost as it did not expect this discontinuity.
2165,0,A single table could be made up of many thousands even hundreds of thousands of regions?
2166,0,bq.In order to maintain different states at which we are in while creating table should we go for a special node under the table znode or can we add new states to the existing table states like (DISABLING ENABLING DISABLED etc) IMO go with separate node.
2167,0,Some further bug tracing shows that pdfbox' RandomAccessBuffer is responsible for the Out of Memory error.
2168,0,#2 wontbe so bad... filters are pretty deep and will be just as efficient as hacking scan query Matcher I think.
2169,0,Maybe you want to do shuffle in this way: Firstly copying remote map outputs and store the shuffled segments into memory as usual.
2170,0,The outer read can continue for a much longer period of time.
2171,0,The fix is only disabled on releases prior to 10.8.2 on the assumption that the fix gets into the upcoming 10.8.2 release.
2172,0,Note that I wouldn't be totally opposed on adding additional support for the dot notation on inserts (provided all fields are indeed given) for symmetry/convenience.
2173,0,I don't know that there's an alternative that would be less invasive than reverse logical time.
2174,0,I don't quite see why the attached implementation would do more heap operations but I agree that it could be slower due to lengthier/more complex loops a few more if statements etc.
2175,0,So what this patch does is totally revamps the makefiles for erlang.
2176,0,"If I get to this first I will make the ""frameworks"" fix as well."
2177,0,Show time since declared as dead on the deadnode web UI.
2178,0,just after the event) is the opposite of the sign just before the event.
2179,0,The times will be grep'ed and used for inspection in Excel.
2180,0,Unfortunately the xml parser in use is event based in the wrong direction(push instead of pull) so the bulk of the change is flipping that around.
